Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
aquí	en	México	1	3	0.3333333333333333
en	México	no	1	1	1.0
México	no	hay	1	1	1.0
no	hay	invierno	1	7	0.14285714285714285
hay	invierno	,	1	1	1.0
invierno	,	lo	1	1	1.0
,	lo	siento	1	3	0.3333333333333333
lo	siento	#	1	2	0.5
$	en	las	1	25	0.04
en	las	canchsa	1	7	0.14285714285714285
las	canchsa	#	1	1	1.0
$	canchas	*	1	1	1.0
canchas	*	#	1	1	1.0
$	hubiera	estado	1	2	0.5
hubiera	estado	cool	1	2	0.5
estado	cool	#	1	1	1.0
$	,	#	1	7	0.14285714285714285
$	el	estrés	1	13	0.07692307692307693
el	estrés	de	1	1	1.0
estrés	de	no	1	1	1.0
de	no	tener	1	2	0.5
no	tener	con	1	1	1.0
tener	con	quien	1	1	1.0
con	quien	ir	1	2	0.5
quien	ir	xd	1	1	1.0
ir	xd	#	1	1	1.0
y	por	otro	1	3	0.3333333333333333
por	otro	lado	1	1	1.0
otro	lado	ser	1	2	0.5
lado	ser	una	1	1	1.0
ser	una	roca	1	1	1.0
una	roca	para	1	1	1.0
roca	para	bailar	1	1	1.0
para	bailar	#	1	1	1.0
$	puros	drawbacks	1	1	1.0
puros	drawbacks	#	1	1	1.0
pero	se	hubiera	1	6	0.16666666666666666
se	hubiera	disfrutado	1	1	1.0
hubiera	disfrutado	igualmente	1	1	1.0
disfrutado	igualmente	#	1	1	1.0
$	respetas	el	1	1	1.0
respetas	el	flow	1	1	1.0
el	flow	 	1	1	1.0
flow	 	😫	1	1	1.0
 	😫	#	1	1	1.0
$	🔥	#	1	1	1.0
$	old	trusty	1	1	1.0
old	trusty	#	1	1	1.0
$	""""	gamer	1	5	0.2
""""	gamer	stand	1	1	1.0
gamer	stand	""""	1	1	1.0
stand	""""	#	1	1	1.0
realmente	no	#	1	6	0.16666666666666666
$	debería	de	1	1	1.0
debería	de	interesarme	1	2	0.5
de	interesarme	jajaa	1	1	1.0
interesarme	jajaa	#	1	1	1.0
que	no	#	1	48	0.020833333333333332
$	ya	pasó	1	50	0.02
ya	pasó	la	1	2	0.5
pasó	la	epoca	1	2	0.5
la	epoca	de	1	1	1.0
epoca	de	los	1	1	1.0
de	los	XV	1	11	0.09090909090909091
los	XV	años	1	1	1.0
XV	años	#	1	1	1.0
yep	,	#	1	5	0.2
$	aqui	ando	1	2	0.5
aqui	ando	#	1	1	1.0
es	un	desmadre	1	8	0.125
un	desmadre	👍	1	2	0.5
desmadre	👍	🏻	1	1	1.0
$	tampoco	#	1	3	0.3333333333333333
$	ciertamente	,	1	3	0.3333333333333333
ciertamente	,	pero	1	1	1.0
pero	no	hay	1	17	0.058823529411764705
no	hay	quien	1	7	0.14285714285714285
hay	quien	me	1	1	1.0
quien	me	enseñe	1	1	1.0
me	enseñe	#	1	1	1.0
$	yo	tambien	1	45	0.022222222222222223
yo	tambien	ya	1	1	1.0
tambien	ya	me	1	1	1.0
ya	me	rendí	1	11	0.09090909090909091
me	rendí	#	1	1	1.0
$	ni	pex	1	4	0.25
ni	pex	#	1	1	1.0
xd	,	uso	1	8	0.125
,	uso	de	1	1	1.0
uso	de	las	1	2	0.5
de	las	TICs	1	11	0.09090909090909091
las	TICs	#	1	1	1.0
$	sonsos	#	1	1	1.0
$	me	vuelvo	1	58	0.017241379310344827
me	vuelvo	kpoper	1	1	1.0
vuelvo	kpoper	?	1	1	1.0
kpoper	?	#	1	1	1.0
$	podría	ser	1	1	1.0
podría	ser	#	1	2	0.5
$	yo	siento	1	45	0.022222222222222223
yo	siento	que	1	1	1.0
que	es	música	1	24	0.041666666666666664
es	música	enlatada	1	1	1.0
música	enlatada	#	1	1	1.0
$	despues	de	1	1	1.0
despues	de	ver	1	1	1.0
de	ver	videos	1	1	1.0
ver	videos	de	1	2	0.5
videos	de	como	1	1	1.0
de	como	entrenan	1	2	0.5
como	entrenan	a	1	1	1.0
entrenan	a	los	1	1	1.0
a	los	bities	1	10	0.1
los	bities	#	1	1	1.0
$	que	según	1	86	0.011627906976744186
que	según	quien	1	1	1.0
según	quien	entró	1	1	1.0
quien	entró	entró	1	1	1.0
entró	entró	#	1	1	1.0
$	que	lastima	1	86	0.011627906976744186
que	lastima	xd	1	1	1.0
lastima	xd	#	1	1	1.0
$	que	hacer	1	86	0.011627906976744186
$	haces	?	1	1	1.0
haces	?	*	1	5	0.2
?	*	#	1	1	1.0
yo	tengo	#	1	5	0.2
$	uno	retrasado	1	2	0.5
uno	retrasado	#	1	1	1.0
$	el	viernes	1	13	0.07692307692307693
el	viernes	lo	1	4	0.25
viernes	lo	hago	1	1	1.0
yep	,	soy	1	5	0.2
,	soy	normal	1	4	0.25
soy	normal	#	1	1	1.0
sé	como	hacerlo	1	2	0.5
como	hacerlo	#	1	1	1.0
$	Yo	tampoco	1	32	0.03125
Yo	tampoco	he	1	1	1.0
tampoco	he	recibido	1	1	1.0
he	recibido	nada	1	1	1.0
recibido	nada	#	1	1	1.0
ver	qué	pasa	1	4	0.25
qué	pasa	#	1	1	1.0
$	Heeey	#	1	1	1.0
hows	it	going	1	2	0.5
$	Bastante	meh	1	14	0.07142857142857142
Bastante	meh	jaja	1	1	1.0
meh	jaja	#	1	1	1.0
$	El	tuyo	1	10	0.1
El	tuyo	?	1	1	1.0
$	sick	,	1	2	0.5
sick	,	#	1	1	1.0
yo	me	quedé	1	4	0.25
me	quedé	dormido	1	1	1.0
quedé	dormido	para	1	1	1.0
dormido	para	la	1	1	1.0
para	la	primera	1	4	0.25
la	primera	pero	1	6	0.16666666666666666
primera	pero	entré	1	1	1.0
pero	entré	al	1	1	1.0
entré	al	pase	1	1	1.0
al	pase	de	1	1	1.0
pase	de	lista	1	1	1.0
de	lista	xd	1	1	1.0
lista	xd	#	1	1	1.0
bastante	cool	actividad	1	5	0.2
cool	actividad	#	1	1	1.0
$	por	que	1	17	0.058823529411764705
por	que	no	1	5	0.2
se	puede	?	1	3	0.3333333333333333
puede	?	#	1	1	1.0
$	thats	really	1	1	1.0
thats	really	sick	1	1	1.0
really	sick	#	1	1	1.0
yo	no	soy	1	3	0.3333333333333333
no	soy	navideño	1	2	0.5
soy	navideño	como	1	1	1.0
navideño	como	tu	1	1	1.0
como	tu	por	1	1	1.0
tu	por	culpa	1	1	1.0
por	culpa	del	1	2	0.5
culpa	del	poli	1	1	1.0
del	poli	😔	1	2	0.5
poli	😔	#	1	1	1.0
casi	siempre	de	1	2	0.5
siempre	de	8	1	1	1.0
de	8	a	1	2	0.5
8	a	10	1	1	1.0
a	10	,	1	1	1.0
10	,	despues	1	1	1.0
,	despues	dos	1	1	1.0
despues	dos	horas	1	1	1.0
dos	horas	libres	1	3	0.3333333333333333
horas	libres	y	1	2	0.5
libres	y	luego	1	1	1.0
y	luego	de	1	5	0.2
luego	de	12	1	1	1.0
12	a	14	1	2	0.5
a	14	#	1	1	1.0
$	los	lunes	1	4	0.25
los	lunes	es	1	1	1.0
lunes	es	de	1	1	1.0
es	de	12	1	7	0.14285714285714285
12	a	16	1	2	0.5
a	16	#	1	1	1.0
y	por	que	1	3	0.3333333333333333
por	que	exenté	1	5	0.2
que	exenté	ingles	1	1	1.0
exenté	ingles	xd	1	1	1.0
ingles	xd	#	1	1	1.0
$	Me	invitaron	1	31	0.03225806451612903
Me	invitaron	al	1	1	1.0
invitaron	al	de	1	1	1.0
al	de	cálculo	1	2	0.5
de	cálculo	y	1	1	1.0
cálculo	y	al	1	1	1.0
y	al	de	1	3	0.3333333333333333
al	de	inglés	1	2	0.5
de	inglés	pero	1	1	1.0
inglés	pero	rechacé	1	1	1.0
pero	rechacé	las	1	1	1.0
rechacé	las	ofertas	1	1	1.0
las	ofertas	xd	1	1	1.0
ofertas	xd	#	1	1	1.0
pena	👉	🏻	1	2	0.5
$	Debería	#	1	2	0.5
$	Pero	me	1	34	0.029411764705882353
Pero	me	da	1	1	1.0
$	Debería	decirle	1	2	0.5
Debería	decirle	al	1	1	1.0
decirle	al	sabio	1	1	1.0
al	sabio	que	1	1	1.0
sabio	que	dijo	1	1	1.0
que	dijo	#	1	2	0.5
$	""""	no	1	5	0.2
""""	no	sea	1	4	0.25
no	sea	pene	1	1	1.0
sea	pene	""""	1	1	1.0
pene	""""	#	1	1	1.0
$	Eres	una	1	2	0.5
Eres	una	mujer	1	1	1.0
una	mujer	sabía	1	1	1.0
mujer	sabía	entonces	1	1	1.0
sabía	entonces	#	1	1	1.0
$	Idk	#	1	1	1.0
A	ti	no	1	3	0.3333333333333333
ti	no	te	1	1	1.0
no	te	interesó	1	15	0.06666666666666667
te	interesó	entrar	1	1	1.0
interesó	entrar	?	1	1	1.0
entrar	?	#	1	1	1.0
$	Team	que	1	1	1.0
Team	que	sea	1	1	1.0
que	sea	pena	1	2	0.5
sea	pena	#	1	1	1.0
$	Aa	sip	1	1	1.0
Aa	sip	#	1	1	1.0
$	Estuviste	en	1	1	1.0
Estuviste	en	el	1	1	1.0
en	el	?	1	29	0.034482758620689655
el	?	#	1	1	1.0
Por	qué	?	1	2	0.5
Y	el	Medel	1	2	0.5
el	Medel	hizo	1	1	1.0
Medel	hizo	propaganda	1	1	1.0
hizo	propaganda	de	1	1	1.0
propaganda	de	derecha	1	1	1.0
de	derecha	seguramente	1	1	1.0
derecha	seguramente	#	1	1	1.0
$	Sucede	#	1	3	0.3333333333333333
$	No	worries	1	40	0.025
No	worries	#	1	1	1.0
$	Y	en	1	26	0.038461538461538464
Y	en	general	1	1	1.0
en	general	como	1	3	0.3333333333333333
general	como	les	1	1	1.0
como	les	fue	1	1	1.0
les	fue	?	1	1	1.0
$	Thats	cool	1	1	1.0
Thats	cool	#	1	1	1.0
Es	que	yo	1	9	0.1111111111111111
que	yo	iba	1	7	0.14285714285714285
yo	iba	a	1	1	1.0
iba	a	muchos	1	9	0.1111111111111111
a	muchos	concursos	1	1	1.0
muchos	concursos	de	1	1	1.0
concursos	de	mate	1	1	1.0
de	mate	en	1	1	1.0
mate	en	la	1	1	1.0
la	secundaria	#	1	4	0.25
Y	me	_	1	2	0.5
me	_	empalagué	1	1	1.0
_	empalagué	_	1	1	1.0
empalagué	_	i	1	1	1.0
_	i	guess	1	1	1.0
No	me	da	1	7	0.14285714285714285
da	pena	xd	1	6	0.16666666666666666
pena	xd	#	1	1	1.0
da	flojera	xd	1	3	0.3333333333333333
flojera	xd	#	1	1	1.0
$	Me	personas	1	31	0.03225806451612903
Me	personas	?	1	1	1.0
personas	?	#	1	1	1.0
$	Perdonas	?	1	1	1.0
Perdonas	?	#	1	1	1.0
$	Hmmm	#	1	1	1.0
$	Jajajaja	xd	1	10	0.1
Jajajaja	xd	#	1	1	1.0
$	Ahí	sí	1	1	1.0
Ahí	sí	me	1	1	1.0
sí	me	da	1	11	0.09090909090909091
da	pena	para	1	6	0.16666666666666666
pena	para	que	1	1	1.0
para	que	veas	1	10	0.1
que	veas	#	1	2	0.5
$	Que	genial	1	49	0.02040816326530612
Que	genial	#	1	1	1.0
$	Que	prácticas	1	49	0.02040816326530612
Que	prácticas	tan	1	1	1.0
prácticas	tan	cool	1	1	1.0
tan	cool	#	1	1	1.0
$	Ya	te	1	30	0.03333333333333333
Ya	te	la	1	1	1.0
te	la	acabaste	1	5	0.2
la	acabaste	?	1	1	1.0
acabaste	?	#	1	1	1.0
$	Cosas	de	1	1	1.0
Cosas	de	hermanos	1	1	1.0
de	hermanos	mayores	1	1	1.0
hermanos	mayores	#	1	1	1.0
$	That	cool	1	1	1.0
That	cool	af	1	1	1.0
cool	af	#	1	1	1.0
$	Una	vez	1	4	0.25
Una	vez	intenté	1	1	1.0
vez	intenté	hacer	1	1	1.0
intenté	hacer	mayonesa	1	1	1.0
hacer	mayonesa	y	1	1	1.0
mayonesa	y	terminé	1	1	1.0
y	terminé	vomitando	1	2	0.5
terminé	vomitando	👍	1	1	1.0
vomitando	👍	#	1	1	1.0
$	Sí	jajaja	1	6	0.16666666666666666
Sí	jajaja	,	1	1	1.0
jajaja	,	sabia	1	5	0.2
,	sabia	a	1	1	1.0
sabia	a	puro	1	1	1.0
a	puro	huevo	1	1	1.0
puro	huevo	y	1	1	1.0
huevo	y	vinagre	1	1	1.0
y	vinagre	xd	1	1	1.0
vinagre	xd	#	1	1	1.0
$	Es	muy	1	24	0.041666666666666664
Es	muy	rica	1	1	1.0
muy	rica	#	1	1	1.0
$	En	las	1	17	0.058823529411764705
En	las	cosas	1	1	1.0
las	cosas	correctas	1	4	0.25
cosas	correctas	#	1	1	1.0
$	Puedes	saber	1	1	1.0
Puedes	saber	mucho	1	1	1.0
saber	mucho	de	1	1	1.0
mucho	de	una	1	2	0.5
de	una	persona	1	4	0.25
una	persona	en	1	3	0.3333333333333333
persona	en	base	1	1	1.0
en	base	a	1	1	1.0
base	a	qué	1	1	1.0
a	qué	aderezos	1	3	0.3333333333333333
qué	aderezos	utiliza	1	1	1.0
aderezos	utiliza	para	1	1	1.0
utiliza	para	sus	1	1	1.0
para	sus	papas	1	1	1.0
sus	papas	a	1	1	1.0
papas	a	la	1	1	1.0
a	la	francesa	1	24	0.041666666666666664
la	francesa	#	1	1	1.0
$	So	,	1	2	0.5
So	,	tell	1	1	1.0
,	tell	#	1	1	1.0
$	Muy	bien	1	6	0.16666666666666666
Muy	bien	,	1	1	1.0
bien	,	felicidades	1	12	0.08333333333333333
,	felicidades	eres	1	1	1.0
felicidades	eres	una	1	1	1.0
eres	una	persona	1	1	1.0
una	persona	saludable	1	3	0.3333333333333333
persona	saludable	👍	1	1	1.0
saludable	👍	🏻	1	1	1.0
$	Negativo	xd	1	1	1.0
Negativo	xd	#	1	1	1.0
A	ti	?	1	3	0.3333333333333333
$	Nunca	he	1	4	0.25
Nunca	he	sido	1	1	1.0
he	sido	#	1	2	0.5
$	fan	#	1	1	1.0
$	Soy	único	1	2	0.5
Soy	único	y	1	1	1.0
único	y	diferente	1	1	1.0
y	diferente	#	1	1	1.0
Hace	poco	aprendí	1	2	0.5
poco	aprendí	a	1	1	1.0
aprendí	a	hacer	1	1	1.0
a	hacer	omelet	1	7	0.14285714285714285
hacer	omelet	au	1	1	1.0
omelet	au	fromage	1	1	1.0
au	fromage	#	1	1	1.0
Así	mero	es	1	2	0.5
mero	es	,	1	1	1.0
es	,	por	1	3	0.3333333333333333
por	eso	me	1	8	0.125
eso	me	ví	1	2	0.5
me	ví	inspirado	1	2	0.5
ví	inspirado	#	1	1	1.0
$	Bastante	rico	1	14	0.07142857142857142
Bastante	rico	,	1	1	1.0
rico	,	pero	1	2	0.5
,	pero	más	1	33	0.030303030303030304
pero	más	difícil	1	2	0.5
más	difícil	de	1	2	0.5
difícil	de	hacer	1	1	1.0
de	hacer	de	1	3	0.3333333333333333
hacer	de	lo	1	2	0.5
lo	que	pensaba	1	28	0.03571428571428571
que	pensaba	xd	1	1	1.0
pensaba	xd	#	1	1	1.0
$	Cómo	5	1	19	0.05263157894736842
Cómo	5	intentos	1	1	1.0
5	intentos	fallidos	1	1	1.0
intentos	fallidos	#	1	1	1.0
punto	de	explicarme	1	5	0.2
de	explicarme	la	1	1	1.0
explicarme	la	diferencia	1	1	1.0
la	diferencia	entre	1	1	1.0
diferencia	entre	precisión	1	1	1.0
entre	precisión	y	1	1	1.0
precisión	y	exactitud	1	1	1.0
y	exactitud	#	1	1	1.0
$	Te	quedan	1	15	0.06666666666666667
Te	quedan	bien	1	1	1.0
quedan	bien	,	1	1	1.0
bien	,	you	1	12	0.08333333333333333
,	you	look	1	1	1.0
you	look	cute	1	1	1.0
$	Jelo	#	1	1	1.0
$	Finalmente	#	1	1	1.0
harás	en	noche	1	2	0.5
en	noche	buena	1	1	1.0
noche	buena	?	1	1	1.0
buena	?	#	1	1	1.0
$	Tampoco	nada	1	2	0.5
Tampoco	nada	particularmente	1	1	1.0
nada	particularmente	especial	1	1	1.0
particularmente	especial	#	1	1	1.0
Voy	a	pasarla	1	2	0.5
a	pasarla	con	1	1	1.0
con	mi	papá	1	8	0.125
$	Ya	vamos	1	30	0.03333333333333333
Ya	vamos	a	1	1	1.0
vamos	a	poder	1	5	0.2
a	poder	sacar	1	1	1.0
poder	sacar	nuestra	1	1	1.0
sacar	nuestra	licencia	1	1	1.0
nuestra	licencia	para	1	1	1.0
licencia	para	comprar	1	1	1.0
para	comprar	tonayan	1	1	1.0
comprar	tonayan	en	1	1	1.0
tonayan	en	el	1	1	1.0
el	Oxxo	#	1	2	0.5
$	6	de	1	1	1.0
de	agosto	,	1	3	0.3333333333333333
agosto	,	#	1	1	1.0
$	can't	help	1	1	1.0
can't	help	being	1	1	1.0
help	being	a	1	1	1.0
being	a	Leo	1	1	1.0
a	Leo	#	1	1	1.0
$	Tu	?	1	11	0.09090909090909091
Tu	?	#	1	1	1.0
$	No	sirve	1	40	0.025
No	sirve	para	1	1	1.0
sirve	para	más	1	2	0.5
para	más	esa	1	1	1.0
más	esa	credencial	1	1	1.0
esa	credencial	,	1	1	1.0
credencial	,	supuestamente	1	1	1.0
,	supuestamente	para	1	1	1.0
supuestamente	para	algo	1	1	1.0
para	algo	que	1	1	1.0
algo	que	se	1	4	0.25
se	llama	votar	1	8	0.125
llama	votar	,	1	1	1.0
votar	,	idk	1	1	1.0
,	idk	#	1	1	1.0
$	Conoces	efemérides	1	1	1.0
Conoces	efemérides	de	1	1	1.0
efemérides	de	tu	1	1	1.0
de	tu	fecha	1	12	0.08333333333333333
tu	fecha	de	1	1	1.0
fecha	de	cumpleaños	1	2	0.5
de	cumpleaños	?	1	1	1.0
$	Cierto	#	1	1	1.0
Yo	solo	sé	1	3	0.3333333333333333
solo	sé	que	1	1	1.0
sé	que	un	1	4	0.25
que	un	6	1	2	0.5
un	6	de	1	1	1.0
de	agosto	calló	1	3	0.3333333333333333
agosto	calló	la	1	1	1.0
calló	la	bomba	1	1	1.0
la	bomba	en	1	1	1.0
bomba	en	Hiroshima	1	1	1.0
en	Hiroshima	:/	1	1	1.0
Hiroshima	:/	#	1	1	1.0
$	Mi	más	1	1	1.0
Mi	más	grande	1	1	1.0
más	grande	pesar	1	3	0.3333333333333333
grande	pesar	#	1	1	1.0
No	te	voy	1	5	0.2
voy	a	mentir	1	19	0.05263157894736842
a	mentir	,	1	1	1.0
mentir	,	las	1	1	1.0
,	las	personas	1	1	1.0
las	personas	llamadas	1	2	0.5
personas	llamadas	américa	1	1	1.0
llamadas	américa	suelen	1	1	1.0
américa	suelen	caer	1	1	1.0
suelen	caer	mal	1	1	1.0
caer	mal	xd	1	1	1.0
mal	xd	#	1	1	1.0
Pero	el	club	1	2	0.5
el	club	de	1	1	1.0
club	de	fútbol	1	1	1.0
de	fútbol	👌	1	1	1.0
fútbol	👌	🏻	1	1	1.0
es	de	familia	1	7	0.14285714285714285
de	familia	,	1	1	1.0
familia	,	desde	1	1	1.0
,	desde	mi	1	4	0.25
desde	mi	abuelo	1	1	1.0
mi	abuelo	paterno	1	3	0.3333333333333333
abuelo	paterno	#	1	1	1.0
$	Subiste	fotos	1	1	1.0
Subiste	fotos	de	1	1	1.0
fotos	de	un	1	2	0.5
de	un	viaje	1	5	0.2
un	viaje	,	1	1	1.0
viaje	,	no	1	2	0.5
Realmente	no	mucho	1	3	0.3333333333333333
no	mucho	jajaja	1	3	0.3333333333333333
mucho	jajaja	,	1	2	0.5
jajaja	,	ví	1	5	0.2
,	ví	a	1	2	0.5
ví	a	mi	1	1	1.0
mi	familia	después	1	5	0.2
familia	después	de	1	1	1.0
después	de	varios	1	7	0.14285714285714285
de	varios	meses	1	1	1.0
varios	meses	,	1	1	1.0
meses	,	a	1	1	1.0
,	a	mis	1	9	0.1111111111111111
a	mis	abuelos	1	3	0.3333333333333333
$	Bastante	en	1	14	0.07142857142857142
Bastante	en	las	1	1	1.0
las	mañanas	,	1	3	0.3333333333333333
mañanas	,	pero	1	1	1.0
pero	ya	sabes	1	4	0.25
ya	sabes	cómo	1	3	0.3333333333333333
sabes	cómo	es	1	1	1.0
cómo	es	aquí	1	1	1.0
es	aquí	,	1	2	0.5
aquí	,	en	1	2	0.5
la	tarde	cambia	1	3	0.3333333333333333
tarde	cambia	el	1	1	1.0
cambia	el	clima	1	1	1.0
Creo	que	más	1	7	0.14285714285714285
Es	como	""""	1	3	0.3333333333333333
como	""""	no	1	1	1.0
""""	no	te	1	4	0.25
no	te	enojes	1	15	0.06666666666666667
te	enojes	""""	1	1	1.0
enojes	""""	no	1	1	1.0
""""	no	?	1	4	0.25
sí	es	como	1	3	0.3333333333333333
es	como	parchís	1	3	0.3333333333333333
como	parchís	,	1	1	1.0
parchís	,	pero	1	1	1.0
,	pero	así	1	33	0.030303030303030304
pero	así	le	1	3	0.3333333333333333
así	le	dicen	1	1	1.0
le	dicen	algunas	1	1	1.0
dicen	algunas	personas	1	1	1.0
algunas	personas	,	1	1	1.0
personas	,	sí	1	1	1.0
,	sí	me	1	5	0.2
sí	me	enojaba	1	11	0.09090909090909091
me	enojaba	btw	1	1	1.0
enojaba	btw	xd	1	1	1.0
btw	xd	#	1	1	1.0
Ya	estás	,	1	4	0.25
estás	,	al	1	2	0.5
,	al	rato	1	1	1.0
al	rato	lo	1	2	0.5
rato	lo	descargo	1	1	1.0
lo	descargo	jsjs	1	1	1.0
descargo	jsjs	#	1	1	1.0
$	Smnsmn	#	1	1	1.0
Yo	solo	se	1	3	0.3333333333333333
solo	se	jugar	1	3	0.3333333333333333
se	jugar	poker	1	1	1.0
jugar	poker	,	1	1	1.0
poker	,	fuera	1	1	1.0
eso	no	se	1	4	0.25
no	se	nada	1	24	0.041666666666666664
se	nada	#	1	1	1.0
$	Bastante	divertido	1	14	0.07142857142857142
Bastante	divertido	porque	1	1	1.0
divertido	porque	no	1	1	1.0
porque	no	depende	1	4	0.25
no	depende	tanto	1	1	1.0
depende	tanto	de	1	1	1.0
tanto	de	la	1	1	1.0
de	la	suerte	1	22	0.045454545454545456
la	suerte	porque	1	1	1.0
suerte	porque	mi	1	1	1.0
porque	mi	suerte	1	1	1.0
mi	suerte	es	1	1	1.0
suerte	es	muy	1	1	1.0
es	muy	mala	1	7	0.14285714285714285
muy	mala	xd	1	2	0.5
mala	xd	#	1	1	1.0
Es	como	Rumi	1	3	0.3333333333333333
como	Rumi	,	1	1	1.0
Rumi	,	lo	1	1	1.0
,	lo	conoces	1	3	0.3333333333333333
lo	conoces	?	1	1	1.0
conoces	?	#	1	1	1.0
$	Es	más	1	24	0.041666666666666664
Es	más	family	1	1	1.0
más	family	friendly	1	1	1.0
family	friendly	#	1	1	1.0
$	Experiencia	en	1	1	1.0
Experiencia	en	destruir	1	1	1.0
en	destruir	las	1	1	1.0
destruir	las	amistades	1	1	1.0
las	amistades	😔	1	1	1.0
amistades	😔	#	1	1	1.0
$	Te	diría	1	15	0.06666666666666667
Te	diría	que	1	1	1.0
diría	que	cuando	1	3	0.3333333333333333
que	cuando	regresemos	1	4	0.25
cuando	regresemos	nos	1	3	0.3333333333333333
regresemos	nos	hechamos	1	1	1.0
nos	hechamos	un	1	1	1.0
hechamos	un	poker	1	1	1.0
un	poker	con	1	1	1.0
poker	con	las	1	2	0.5
con	las	tarjetas	1	1	1.0
las	tarjetas	de	1	1	1.0
tarjetas	de	uno	1	1	1.0
de	uno	para	1	1	1.0
uno	para	que	1	2	0.5
que	no	nos	1	48	0.020833333333333332
no	nos	quiten	1	2	0.5
nos	quiten	las	1	1	1.0
quiten	las	credenciales	1	1	1.0
las	credenciales	xd	1	1	1.0
credenciales	xd	#	1	1	1.0
$	Se	siente	1	12	0.08333333333333333
Se	siente	feo	1	1	1.0
siente	feo	xd	1	1	1.0
$	Avientas	los	1	1	1.0
Avientas	los	frijolitos	1	1	1.0
los	frijolitos	:(	1	1	1.0
frijolitos	:(	#	1	1	1.0
Yep	,	por	1	6	0.16666666666666666
por	eso	digo	1	8	0.125
eso	digo	""""	1	1	1.0
digo	""""	te	1	1	1.0
""""	te	diría	1	1	1.0
te	diría	""""	1	1	1.0
diría	""""	:(	1	1	1.0
""""	:(	#	1	2	0.5
$	Nos	perdimos	1	3	0.3333333333333333
Nos	perdimos	de	1	1	1.0
perdimos	de	nuestro	1	1	1.0
de	nuestro	mejor	1	1	1.0
nuestro	mejor	semestre	1	1	1.0
mejor	semestre	pretty	1	1	1.0
semestre	pretty	much	1	1	1.0
$	Graducion	por	1	1	1.0
Graducion	por	zoom	1	1	1.0
por	zoom	que	1	1	1.0
zoom	que	se	1	1	1.0
que	se	corta	1	16	0.0625
se	corta	cada	1	1	1.0
corta	cada	40	1	1	1.0
cada	40	min	1	1	1.0
40	min	👍	1	1	1.0
min	👍	🏻	1	1	1.0
$	bad	ending	1	2	0.5
bad	ending	#	1	1	1.0
i	guess	shit	1	6	0.16666666666666666
guess	shit	happens	1	1	1.0
shit	happens	#	1	1	1.0
$	el	lado	1	13	0.07692307692307693
el	lado	bueno	1	1	1.0
lado	bueno	es	1	1	1.0
es	que	mínimo	1	28	0.03571428571428571
que	mínimo	hablamos	1	1	1.0
mínimo	hablamos	por	1	1	1.0
hablamos	por	aquí	1	1	1.0
por	aquí	#	1	1	1.0
$	niceeee	#	1	1	1.0
$	sabes	si	1	6	0.16666666666666666
sabes	si	está	1	1	1.0
si	está	el	1	1	1.0
está	el	de	1	3	0.3333333333333333
el	de	celular	1	5	0.2
de	celular	para	1	1	1.0
celular	para	pc	1	1	1.0
para	pc	?	1	1	1.0
pc	?	#	1	1	1.0
que	no	trae	1	48	0.020833333333333332
no	trae	pila	1	1	1.0
trae	pila	rn	1	1	1.0
pila	rn	#	1	1	1.0
$	:(((	#	1	1	1.0
$	ayyy	fuck	1	1	1.0
ayyy	fuck	creo	1	1	1.0
fuck	creo	que	1	1	1.0
hay	un	ligero	1	4	0.25
un	ligero	problema	1	1	1.0
ligero	problema	xd	1	1	1.0
no	tengo	FB	1	7	0.14285714285714285
tengo	FB	#	1	1	1.0
$	mood	xd	1	1	1.0
mood	xd	#	1	1	1.0
no	puedo	jugar	1	5	0.2
puedo	jugar	como	1	1	1.0
jugar	como	invitado	1	1	1.0
como	invitado	con	1	1	1.0
invitado	con	amigos	1	1	1.0
con	amigos	?	1	3	0.3333333333333333
amigos	?	o	1	1	1.0
?	o	no	1	2	0.5
o	no	podré	1	2	0.5
no	podré	iniciar	1	1	1.0
podré	iniciar	con	1	1	1.0
iniciar	con	google	1	1	1.0
con	google	o	1	1	1.0
google	o	twitter	1	1	1.0
o	twitter	?	1	1	1.0
twitter	?	#	1	1	1.0
$	waiteo	#	1	1	1.0
$	nomás	me	1	2	0.5
nomás	me	cambié	1	1	1.0
me	cambié	el	1	1	1.0
cambié	el	nombre	1	1	1.0
el	nombre	xd	1	1	1.0
nombre	xd	#	1	1	1.0
a	ver	,	1	15	0.06666666666666667
ver	,	dejame	1	1	1.0
,	dejame	intentarlo	1	1	1.0
dejame	intentarlo	#	1	1	1.0
i	guess	i	1	6	0.16666666666666666
guess	i	shall	1	1	1.0
i	shall	#	1	1	1.0
$	done	#	1	1	1.0
$	friend	request	1	1	1.0
friend	request	sent	1	1	1.0
request	sent	#	1	1	1.0
$	wanna	try	1	1	1.0
wanna	try	?	1	1	1.0
try	?	#	1	1	1.0
$	Me	hablaron	1	31	0.03225806451612903
Me	hablaron	#	1	1	1.0
Al	rato	jugamos	1	2	0.5
rato	jugamos	,	1	1	1.0
jugamos	,	creo	1	1	1.0
creo	que	ya	1	50	0.02
que	ya	se	1	14	0.07142857142857142
ya	se	más	1	4	0.25
se	más	o	1	1	1.0
o	menos	que	1	9	0.1111111111111111
menos	que	onda	1	3	0.3333333333333333
$	Epic	lifestyle	1	1	1.0
Epic	lifestyle	#	1	1	1.0
$	I	will	1	5	0.2
I	will	#	1	1	1.0
