Term 1	Term 2	Term 3	Frequency of Trigram	Frequency of Context	Conditional Probability of Trigram
es	el	maridaje	1	12	0.08333333333333333
el	maridaje	xd	1	1	1.0
maridaje	xd	#	1	1	1.0
$	pero	fuera	1	57	0.017543859649122806
pero	fuera	de	1	1	1.0
eso	,	sí	1	4	0.25
,	sí	,	1	5	0.2
sí	,	siempre	1	6	0.16666666666666666
,	siempre	será	1	2	0.5
siempre	será	mejor	1	1	1.0
será	mejor	el	1	1	1.0
mejor	el	agua	1	2	0.5
el	agua	#	1	3	0.3333333333333333
$	non	#	1	1	1.0
$	aquí	ando	1	2	0.5
aquí	ando	#	1	2	0.5
que	los	tacos	1	6	0.16666666666666666
los	tacos	?	1	1	1.0
tacos	?	#	1	1	1.0
$	ricoo	#	1	1	1.0
$	ya	partes	1	50	0.02
ya	partes	al	1	1	1.0
partes	al	país	1	1	1.0
al	país	de	1	1	1.0
país	de	los	1	1	1.0
de	los	sueños	1	11	0.09090909090909091
los	sueños	?	1	2	0.5
$	farewell	#	1	1	1.0
$	descansa	#	1	5	0.2
$	clamato	enjoyer	1	1	1.0
clamato	enjoyer	#	1	1	1.0
$	solo	algunos	1	9	0.1111111111111111
solo	algunos	son	1	1	1.0
algunos	son	capaces	1	1	1.0
son	capaces	de	1	1	1.0
capaces	de	disfrutar	1	1	1.0
de	disfrutar	tu	1	2	0.5
disfrutar	tu	vicio	1	1	1.0
tu	vicio	#	1	1	1.0
$	solo	no	1	9	0.1111111111111111
solo	no	me	1	1	1.0
no	me	acabo	1	25	0.04
me	acabo	uno	1	2	0.5
acabo	uno	de	1	1	1.0
uno	de	esos	1	6	0.16666666666666666
de	esos	recipientes	1	1	1.0
esos	recipientes	#	1	1	1.0
osea	,	el	1	5	0.2
,	el	clamato	1	5	0.2
el	clamato	solo	1	1	1.0
clamato	solo	#	1	1	1.0
$	so	be	1	2	0.5
so	be	it	1	1	1.0
be	it	#	1	1	1.0
$	aqui	andamos	1	2	0.5
aqui	andamos	al	1	1	1.0
andamos	al	millón	1	1	1.0
al	millón	#	1	1	1.0
$	sabías	que	1	1	1.0
sabías	que	hay	1	1	1.0
hay	un	arma	1	4	0.25
un	arma	de	1	2	0.5
arma	de	gucci	1	1	1.0
de	gucci	en	1	1	1.0
gucci	en	el	1	1	1.0
en	el	modern	1	29	0.034482758620689655
el	modern	warfare	1	1	1.0
modern	warfare	?	1	1	1.0
warfare	?	#	1	1	1.0
acabo	de	dejar	1	6	0.16666666666666666
de	dejar	de	1	1	1.0
dejar	de	xd	1	3	0.3333333333333333
de	xd	#	1	1	1.0
que	haces	#	1	3	0.3333333333333333
no	le	he	1	7	0.14285714285714285
le	he	metido	1	1	1.0
he	metido	dinero	1	1	1.0
metido	dinero	al	1	1	1.0
dinero	al	juego	1	1	1.0
al	juego	,	1	1	1.0
juego	,	de	1	2	0.5
de	hecho	me	1	5	0.2
hecho	me	gaste	1	1	1.0
me	gaste	mis	1	1	1.0
gaste	mis	creditos	1	1	1.0
mis	creditos	ahorrados	1	1	1.0
creditos	ahorrados	de	1	1	1.0
ahorrados	de	6	1	1	1.0
de	6	meses	1	1	1.0
6	meses	hace	1	1	1.0
meses	hace	como	1	1	1.0
hace	como	una	1	2	0.5
como	una	semana	1	4	0.25
una	semana	xd	1	5	0.2
semana	xd	#	1	1	1.0
Yo	me	la	1	3	0.3333333333333333
me	la	pasé	1	5	0.2
la	pasé	casi	1	1	1.0
pasé	casi	todo	1	1	1.0
casi	todo	el	1	1	1.0
día	de	hoy	1	4	0.25
de	hoy	haciendo	1	1	1.0
hoy	haciendo	tarea	1	1	1.0
haciendo	tarea	,	1	3	0.3333333333333333
tarea	,	y	1	1	1.0
,	y	aún	1	18	0.05555555555555555
y	aún	tengo	1	1	1.0
aún	tengo	bastante	1	1	1.0
tengo	bastante	pero	1	2	0.5
bastante	pero	hay	1	1	1.0
pero	hay	tiempo	1	1	1.0
hay	tiempo	#	1	1	1.0
$	Una	skin	1	4	0.25
Una	skin	y	1	1	1.0
skin	y	un	1	1	1.0
y	un	arma	1	2	0.5
un	arma	xd	1	2	0.5
arma	xd	#	1	1	1.0
$	Para	cuando	1	4	0.25
Para	cuando	tiene	1	1	1.0
cuando	tiene	que	1	2	0.5
tiene	que	quedar	1	5	0.2
que	quedar	?	1	1	1.0
quedar	?	#	1	1	1.0
$	🙏	🏻	1	1	1.0
🙏	🏻	#	1	1	1.0
$	Ni	modo	1	1	1.0
Ni	modo	#	1	1	1.0
$	Que	materia	1	49	0.02040816326530612
Que	materia	?	1	1	1.0
$	Hmm	#	1	1	1.0
Igual	y	te	1	2	0.5
y	te	tiene	1	4	0.25
te	tiene	envidia	1	1	1.0
tiene	envidia	😳	1	1	1.0
envidia	😳	#	1	1	1.0
$	Que	protocolo	1	49	0.02040816326530612
Que	protocolo	?	1	1	1.0
protocolo	?	#	1	1	1.0
Ahora	que	lo	1	2	0.5
lo	pienso	no	1	3	0.3333333333333333
pienso	no	tenemos	1	1	1.0
no	tenemos	PA	1	1	1.0
tenemos	PA	xd	1	1	1.0
PA	xd	#	1	1	1.0
$	Mañana	les	1	3	0.3333333333333333
Mañana	les	pregunto	1	1	1.0
les	pregunto	que	1	1	1.0
pregunto	que	que	1	1	1.0
que	que	pedo	1	1	1.0
que	pedo	#	1	2	0.5
$	Momento	máquinaa	1	1	1.0
Momento	máquinaa	#	1	1	1.0
$	Máquinas	*	1	1	1.0
Máquinas	*	#	1	1	1.0
$	._.	#	1	1	1.0
$	Chale	que	1	3	0.3333333333333333
Chale	que	mala	1	1	1.0
mala	onda	#	1	3	0.3333333333333333
y	que	invitaba	1	6	0.16666666666666666
que	invitaba	?	1	1	1.0
invitaba	?	#	1	1	1.0
$	oooh	:(	1	1	1.0
oooh	:(	#	1	1	1.0
$	una	verdadera	1	6	0.16666666666666666
$	mucho	feeling	1	4	0.25
mucho	feeling	#	1	1	1.0
,	me	voy	1	24	0.041666666666666664
a	pasar	la	1	3	0.3333333333333333
pasar	la	siguiente	1	1	1.0
la	siguiente	semana	1	2	0.5
siguiente	semana	en	1	1	1.0
semana	en	casa	1	3	0.3333333333333333
casa	de	mis	1	2	0.5
Tu	que	tal	1	3	0.3333333333333333
tal	?	Saliste	1	7	0.14285714285714285
?	Saliste	,	1	1	1.0
Saliste	,	no	1	1	1.0
$	Es	mi	1	24	0.041666666666666664
Es	mi	retiro	1	1	1.0
mi	retiro	espiritual	1	1	1.0
retiro	espiritual	#	1	1	1.0
Nice	,	dónde	1	2	0.5
,	dónde	es	1	1	1.0
dónde	es	?	1	1	1.0
$	Ha	estado	1	1	1.0
Ha	estado	haciendo	1	1	1.0
estado	haciendo	bastante	1	1	1.0
haciendo	bastante	#	1	1	1.0
$	Puras	historias	1	2	0.5
Puras	historias	con	1	1	1.0
historias	con	mi	1	1	1.0
con	mi	abuela	1	8	0.125
mi	abuela	#	1	2	0.5
$	Están	bien	1	1	1.0
Están	bien	cool	1	1	1.0
bien	cool	,	1	1	1.0
cool	,	por	1	7	0.14285714285714285
por	eso	soy	1	8	0.125
eso	soy	el	1	1	1.0
soy	el	nieto	1	2	0.5
el	nieto	favorito	1	1	1.0
nieto	favorito	,	1	1	1.0
favorito	,	siempre	1	1	1.0
,	siempre	me	1	2	0.5
siempre	me	anda	1	2	0.5
me	anda	contando	1	1	1.0
anda	contando	a	1	1	1.0
contando	a	#	1	1	1.0
$	mi	#	1	5	0.2
$	Anda	retirado	1	1	1.0
Anda	retirado	,	1	1	1.0
retirado	,	take	1	1	1.0
,	take	care	1	1	1.0
take	care	:)	1	1	1.0
care	:)	#	1	1	1.0
$	Mentalidad	de	1	1	1.0
Mentalidad	de	tiburón	1	1	1.0
de	tiburón	#	1	1	1.0
$	Tienen	alberca	1	1	1.0
Tienen	alberca	?	1	1	1.0
alberca	?	#	1	1	1.0
$	Es	parte	1	24	0.041666666666666664
Es	parte	de	1	1	1.0
parte	de	la	1	2	0.5
de	la	experiencia	1	22	0.045454545454545456
$	Deberías	conseguir	1	1	1.0
Deberías	conseguir	un	1	1	1.0
conseguir	un	traje	1	1	1.0
un	traje	de	1	1	1.0
traje	de	baño	1	1	1.0
de	baño	con	1	1	1.0
baño	con	peluche	1	1	1.0
con	peluche	para	1	1	1.0
peluche	para	que	1	1	1.0
no	te	de	1	15	0.06666666666666667
te	de	frío	1	2	0.5
de	frío	xd	1	1	1.0
frío	xd	#	1	1	1.0
$	g'night	#	1	1	1.0
$	Hoy	bajó	1	2	0.5
Hoy	bajó	el	1	1	1.0
bajó	el	frío	1	2	0.5
el	frío	,	1	1	1.0
frío	,	no	1	2	0.5
$	Desafortunadamente	no	1	1	1.0
Desafortunadamente	no	lo	1	1	1.0
no	lo	estaba	1	10	0.1
lo	estaba	#	1	1	1.0
Nice	,	ojalá	1	2	0.5
,	ojalá	hoy	1	2	0.5
ojalá	hoy	también	1	1	1.0
hoy	también	esté	1	1	1.0
también	esté	tranquilo	1	1	1.0
esté	tranquilo	el	1	1	1.0
tranquilo	el	clima	1	2	0.5
no	hay	punto	1	7	0.14285714285714285
hay	punto	medio	1	1	1.0
punto	medio	>	1	1	1.0
medio	>	#	1	1	1.0
$	quizas	vea	1	3	0.3333333333333333
quizas	vea	una	1	1	1.0
vea	una	película	1	1	1.0
una	película	#	1	2	0.5
poner	a	estudiar	1	2	0.5
a	estudiar	un	1	3	0.3333333333333333
estudiar	un	rato	1	1	1.0
what	about	you	1	3	0.3333333333333333
about	you	?	1	1	1.0
no	te	pusiste	1	15	0.06666666666666667
te	pusiste	a	1	1	1.0
pusiste	a	jugar	1	1	1.0
a	jugar	con	1	2	0.5
jugar	con	los	1	1	1.0
con	los	patitos	1	6	0.16666666666666666
los	patitos	de	1	1	1.0
patitos	de	goma	1	1	1.0
de	goma	esta	1	1	1.0
goma	esta	vez	1	1	1.0
esta	vez	?	1	2	0.5
$	4	de	1	2	0.5
4	de	junio	1	3	0.3333333333333333
de	junio	#	1	1	1.0
vaya	,	una	1	5	0.2
,	una	verdadera	1	4	0.25
$	si	se	1	11	0.09090909090909091
si	se	logra	1	4	0.25
se	logra	#	1	1	1.0
de	despertar	de	1	2	0.5
despertar	de	una	1	1	1.0
de	una	siesta	1	4	0.25
una	siesta	y	1	1	1.0
siesta	y	resulta	1	1	1.0
y	resulta	que	1	1	1.0
resulta	que	soñé	1	2	0.5
que	soñé	contigo	1	1	1.0
soñé	contigo	lol	1	1	1.0
contigo	lol	#	1	1	1.0
$	Que	éramos	1	49	0.02040816326530612
Que	éramos	como	1	1	1.0
éramos	como	vecinos	1	1	1.0
como	vecinos	e	1	1	1.0
vecinos	e	iba	1	1	1.0
e	iba	a	1	1	1.0
iba	a	tu	1	9	0.1111111111111111
a	tu	casa	1	4	0.25
tu	casa	y	1	3	0.3333333333333333
casa	y	conocía	1	1	1.0
y	conocía	a	1	1	1.0
conocía	a	tu	1	1	1.0
a	tu	mamá	1	4	0.25
tu	mamá	xd	1	2	0.5
mamá	xd	#	1	1	1.0
$	estuvo	peculiar	1	1	1.0
estuvo	peculiar	#	1	1	1.0
No	me	han	1	7	0.14285714285714285
han	dicho	nada	1	2	0.5
dicho	nada	mis	1	2	0.5
nada	mis	encargados	1	1	1.0
mis	encargados	#	1	1	1.0
$	Nos	cooperamos	1	3	0.3333333333333333
Nos	cooperamos	para	1	1	1.0
cooperamos	para	poner	1	1	1.0
para	poner	unas	1	1	1.0
poner	unas	Chucky	1	1	1.0
unas	Chucky	chelas	1	1	1.0
Chucky	chelas	?	1	1	1.0
chelas	?	#	1	1	1.0
$	Pedimos	INE	1	1	1.0
Pedimos	INE	o	1	1	1.0
INE	o	credencial	1	2	0.5
o	credencial	del	1	1	1.0
credencial	del	CECyT	1	1	1.0
del	CECyT	🤙	1	1	1.0
CECyT	🤙	🏻	1	1	1.0
$	Número	de	1	1	1.0
Número	de	personas	1	1	1.0
de	personas	vistiendo	1	1	1.0
personas	vistiendo	guinda	1	1	1.0
vistiendo	guinda	al	1	1	1.0
guinda	al	CECyT	1	1	1.0
al	CECyT	se	1	1	1.0
CECyT	se	dispara	1	1	1.0
se	dispara	#	1	1	1.0
$	how	do	1	5	0.2
how	do	u	1	1	1.0
do	u	do	1	1	1.0
$	Lol	tengo	1	1	1.0
Lol	tengo	que	1	1	1.0
tengo	que	estudiar	1	8	0.125
que	estudiar	xd	1	1	1.0
estudiar	xd	#	1	1	1.0
$	How	?	1	1	1.0
How	?	#	1	1	1.0
$	Pero	dices	1	34	0.029411764705882353
Pero	dices	que	1	1	1.0
dices	que	ya	1	3	0.3333333333333333
que	ya	andas	1	14	0.07142857142857142
ya	andas	,	1	2	0.5
andas	,	mejor	1	1	1.0
,	mejor	,	1	1	1.0
mejor	,	verdad	1	1	1.0
$	Truly	sad	1	1	1.0
Truly	sad	#	1	1	1.0
$	Va	bien	1	2	0.5
Va	bien	#	1	1	1.0
$	Tienes	recurrentes	1	6	0.16666666666666666
Tienes	recurrentes	sueños	1	1	1.0
recurrentes	sueños	extraños	1	1	1.0
sueños	extraños	#	1	1	1.0
$	Pero	por	1	34	0.029411764705882353
Pero	por	lo	1	1	1.0
lo	menos	les	1	5	0.2
menos	les	sacas	1	1	1.0
les	sacas	provecho	1	1	1.0
sacas	provecho	#	1	1	1.0
$	Siempre	tienes	1	1	1.0
Siempre	tienes	clase	1	1	1.0
tienes	clase	a	1	1	1.0
clase	a	las	1	1	1.0
las	8	?	1	2	0.5
8	?	#	1	1	1.0
$	Yo	digo	1	32	0.03125
Yo	digo	que	1	1	1.0
digo	que	no	1	4	0.25
que	no	0.o	1	48	0.020833333333333332
no	0.o	#	1	1	1.0
no	te	pierdes	1	15	0.06666666666666667
pierdes	de	mucho	1	2	0.5
de	mucho	xd	1	1	1.0
mucho	xd	#	1	1	1.0
Por	qué	me	1	2	0.5
qué	me	juzgas	1	2	0.5
me	juzgas	tanto	1	1	1.0
juzgas	tanto	?	1	1	1.0
tanto	?	#	1	1	1.0
$	Te	planchaste	1	15	0.06666666666666667
Te	planchaste	el	1	1	1.0
planchaste	el	cabello	1	1	1.0
el	cabello	?	1	7	0.14285714285714285
cabello	?	#	1	1	1.0
A	veces	a	1	2	0.5
veces	a	las	1	3	0.3333333333333333
las	8	,	1	2	0.5
8	,	y	1	1	1.0
,	y	cuando	1	18	0.05555555555555555
y	cuando	no	1	2	0.5
cuando	no	hasta	1	6	0.16666666666666666
no	hasta	las	1	1	1.0
hasta	las	10	1	1	1.0
las	10	porque	1	1	1.0
10	porque	no	1	1	1.0
porque	no	curso	1	4	0.25
no	curso	inglés	1	1	1.0
curso	inglés	#	1	1	1.0
$	Sucede	que	1	3	0.3333333333333333
Sucede	que	siempre	1	1	1.0
que	siempre	tomo	1	3	0.3333333333333333
siempre	tomo	mis	1	1	1.0
tomo	mis	clases	1	1	1.0
mis	clases	en	1	2	0.5
clases	en	la	1	2	0.5
en	la	compu	1	27	0.037037037037037035
la	compu	,	1	1	1.0
compu	,	entonces	1	1	1.0
,	entonces	siempre	1	5	0.2
entonces	siempre	tengo	1	1	1.0
siempre	tengo	que	1	1	1.0
tengo	que	levantarme	1	8	0.125
que	levantarme	#	1	1	1.0
$	Si	se	1	14	0.07142857142857142
Si	se	nota	1	1	1.0
se	nota	,	1	2	0.5
nota	,	ya	1	1	1.0
,	ya	viste	1	8	0.125
ya	viste	que	1	2	0.5
viste	que	sí	1	1	1.0
sí	lo	noté	1	5	0.2
lo	noté	jajaja	1	1	1.0
noté	jajaja	#	1	1	1.0
$	U	look	1	2	0.5
U	look	cute	1	1	1.0
Me	da	tiempo	1	6	0.16666666666666666
tiempo	de	desayunar	1	4	0.25
de	desayunar	y	1	1	1.0
desayunar	y	bañarme	1	1	1.0
y	bañarme	:)	1	1	1.0
bañarme	:)	#	1	1	1.0
Yo	me	quedaría	1	3	0.3333333333333333
me	quedaría	bien	1	1	1.0
quedaría	bien	momido	1	1	1.0
bien	momido	ngl	1	1	1.0
momido	ngl	#	1	1	1.0
No	te	pasa	1	5	0.2
te	pasa	cuando	1	1	1.0
pasa	cuando	tomas	1	1	1.0
cuando	tomas	clases	1	1	1.0
tomas	clases	en	1	1	1.0
clases	en	cama	1	2	0.5
en	cama	?	1	1	1.0
cama	?	#	1	1	1.0
$	Ahora	he	1	5	0.2
Ahora	he	estado	1	1	1.0
he	estado	saliendo	1	6	0.16666666666666666
estado	saliendo	a	1	1	1.0
saliendo	a	darle	1	1	1.0
a	darle	una	1	1	1.0
darle	una	vuelta	1	1	1.0
una	vuelta	al	1	3	0.3333333333333333
vuelta	al	coche	1	1	1.0
al	coche	,	1	1	1.0
coche	,	pero	1	1	1.0
pero	no	tan	1	17	0.058823529411764705
no	tan	temprano	1	1	1.0
tan	temprano	,	1	1	1.0
temprano	,	para	1	1	1.0
,	para	practicar	1	2	0.5
para	practicar	#	1	1	1.0
sé	cómo	le	1	2	0.5
cómo	le	haces	1	1	1.0
le	haces	,	1	1	1.0
haces	,	si	1	1	1.0
si	no	he	1	12	0.08333333333333333
no	he	comido	1	7	0.14285714285714285
he	comido	nada	1	1	1.0
comido	nada	para	1	1	1.0
nada	para	las	1	1	1.0
para	las	9	1	2	0.5
las	9	me	1	3	0.3333333333333333
9	me	siento	1	1	1.0
me	siento	débil	1	2	0.5
siento	débil	xd	1	1	1.0
débil	xd	#	1	1	1.0
$	Hubiera	sido	1	1	1.0
Hubiera	sido	muy	1	1	1.0
sido	muy	mala	1	1	1.0
muy	mala	suerte	1	2	0.5
mala	suerte	jajaja	1	1	1.0
$	Trabajas	turno	1	2	0.5
Trabajas	turno	de	1	1	1.0
turno	de	noche	1	1	1.0
de	noche	#	1	1	1.0
en	tu	casa	1	9	0.1111111111111111
$	Que	hiciste	1	49	0.02040816326530612
Que	hiciste	hoy	1	1	1.0
$	Ya	comiste	1	30	0.03333333333333333
Ya	comiste	?	1	1	1.0
comiste	?	#	1	2	0.5
$	Hice	esa	1	1	1.0
Hice	esa	tarea	1	1	1.0
esa	tarea	ayer	1	1	1.0
tarea	ayer	,	1	1	1.0
ayer	,	hoy	1	1	1.0
,	hoy	tengo	1	1	1.0
hoy	tengo	que	1	1	1.0
tengo	que	grabar	1	8	0.125
que	grabar	una	1	1	1.0
grabar	una	entrevista	1	1	1.0
una	entrevista	de	1	1	1.0
entrevista	de	trabajo	1	1	1.0
de	trabajo	-_-	1	1	1.0
trabajo	-_-	#	1	1	1.0
$	Ya	hace	1	30	0.03333333333333333
Ya	hace	mucho	1	1	1.0
hace	mucho	,	1	3	0.3333333333333333
mucho	,	ese	1	5	0.2
,	ese	de	1	2	0.5
ese	de	16	1	1	1.0
de	16	personalidades	1	1	1.0
16	personalidades	#	1	2	0.5
$	Sí	le	1	6	0.16666666666666666
Sí	le	sabes	1	1	1.0
le	sabes	a	1	1	1.0
sabes	a	esta	1	2	0.5
a	esta	onda	1	1	1.0
esta	onda	?	1	1	1.0
$	Se	supone	1	12	0.08333333333333333
Se	supone	,	1	1	1.0
supone	,	a	1	1	1.0
,	a	última	1	9	0.1111111111111111
a	última	hora	1	1	1.0
última	hora	#	1	1	1.0
$	No	recuerdo	1	40	0.025
No	recuerdo	,	1	1	1.0
recuerdo	,	ahorita	1	1	1.0
,	ahorita	lo	1	3	0.3333333333333333
ahorita	lo	hago	1	1	1.0
$	Que	crees	1	49	0.02040816326530612
Que	crees	que	1	1	1.0
crees	que	salga	1	4	0.25
que	salga	?	1	1	1.0
salga	?	#	1	1	1.0
$	Xf	#	1	1	1.0
Dicen	que	esto	1	3	0.3333333333333333
que	esto	de	1	1	1.0
esto	de	las	1	1	1.0
de	las	16	1	11	0.09090909090909091
las	16	personalidades	1	1	1.0
16	personalidades	son	1	2	0.5
personalidades	son	los	1	1	1.0
son	los	nuevos	1	2	0.5
los	nuevos	horóscopos	1	1	1.0
nuevos	horóscopos	xd	1	1	1.0
horóscopos	xd	#	1	1	1.0
$	Take	#	1	1	1.0
$	a	look	1	34	0.029411764705882353
a	look	#	1	1	1.0
$	Muy	sierto	1	6	0.16666666666666666
Muy	sierto	#	1	1	1.0
$	About	that	1	1	1.0
About	that	...	1	1	1.0
that	...	#	1	1	1.0
En	la	mayor	1	3	0.3333333333333333
la	mayor	parte	1	1	1.0
mayor	parte	de	1	1	1.0
parte	de	las	1	2	0.5
de	las	cosas	1	11	0.09090909090909091
las	cosas	sí	1	4	0.25
cosas	sí	#	1	1	1.0
$	Está	medio	1	4	0.25
Está	medio	based	1	1	1.0
medio	based	todo	1	1	1.0
based	todo	lo	1	1	1.0
todo	lo	que	1	2	0.5
lo	que	dice	1	28	0.03571428571428571
que	dice	el	1	3	0.3333333333333333
dice	el	resultado	1	2	0.5
el	resultado	del	1	1	1.0
resultado	del	test	1	1	1.0
del	test	no	1	1	1.0
test	no	te	1	1	1.0
no	te	mentiré	1	15	0.06666666666666667
te	mentiré	#	1	1	1.0
Pero	el	verdadero	1	2	0.5
el	verdadero	test	1	1	1.0
verdadero	test	que	1	1	1.0
test	que	me	1	1	1.0
que	me	define	1	36	0.027777777777777776
me	define	es	1	1	1.0
define	es	""""	1	1	1.0
es	""""	que	1	1	1.0
""""	que	canción	1	1	1.0
que	canción	de	1	1	1.0
canción	de	Radiohead	1	2	0.5
de	Radiohead	eres	1	1	1.0
Radiohead	eres	""""	1	1	1.0
eres	""""	😫	1	1	1.0
""""	😫	🤙	1	1	1.0
😫	🤙	🏻	1	1	1.0
$	Nosierto	no	1	1	1.0
Nosierto	no	sé	1	1	1.0
sé	si	exista	1	6	0.16666666666666666
si	exista	algo	1	1	1.0
exista	algo	así	1	1	1.0
algo	así	xd	1	7	0.14285714285714285
$	Estaba	bien	1	2	0.5
Estaba	bien	feo	1	1	1.0
bien	feo	el	1	2	0.5
feo	el	test	1	2	0.5
el	test	#	1	1	1.0
$	hmmm	maybe	1	7	0.14285714285714285
hmmm	maybe	#	1	1	1.0
$	Coincido	contigo	1	1	1.0
Coincido	contigo	#	1	1	1.0
$	Le	das	1	2	0.5
Le	das	a	1	1	1.0
das	a	""""	1	1	1.0
a	""""	Top	1	1	1.0
""""	Top	of	1	1	1.0
Top	of	all	1	1	1.0
of	all	time	1	1	1.0
all	time	""""	1	1	1.0
time	""""	#	1	1	1.0
$	No	entiendo	1	40	0.025
No	entiendo	la	1	1	1.0
entiendo	la	mitad	1	1	1.0
la	mitad	de	1	1	1.0
mitad	de	lo	1	1	1.0
lo	que	hay	1	28	0.03571428571428571
que	hay	allí	1	6	0.16666666666666666
hay	allí	lol	1	1	1.0
allí	lol	#	1	1	1.0
Y	yo	?	1	2	0.5
$	Leo	?	1	1	1.0
Leo	?	#	1	1	1.0
$	Capricornio	?	1	1	1.0
Capricornio	?	#	1	1	1.0
$	El	viejito	1	10	0.1
El	viejito	mago	1	1	1.0
viejito	mago	?	1	1	1.0
mago	?	#	1	1	1.0
Quizás	tenga	algunas	1	2	0.5
tenga	algunas	características	1	1	1.0
algunas	características	de	1	1	1.0
características	de	protagonista	1	1	1.0
de	protagonista	#	1	1	1.0
$	De	casualidad	1	6	0.16666666666666666
De	casualidad	no	1	1	1.0
casualidad	no	eres	1	1	1.0
no	eres	INFJ	1	2	0.5
eres	INFJ	?	1	1	1.0
INFJ	?	#	1	1	1.0
$	Bastante	expresivos	1	14	0.07142857142857142
Bastante	expresivos	#	1	1	1.0
bien	,	thx	1	12	0.08333333333333333
$	Ya	terminó	1	30	0.03333333333333333
Ya	terminó	tu	1	1	1.0
terminó	tu	parcial	1	1	1.0
tu	parcial	?	1	1	1.0
Yep	,	pero	1	6	0.16666666666666666
pero	los	exámenes	1	2	0.5
los	exámenes	difíciles	1	1	1.0
exámenes	difíciles	fueron	1	1	1.0
difíciles	fueron	esta	1	1	1.0
fueron	esta	semana	1	1	1.0
semana	,	#	1	2	0.5
así	que	ya	1	9	0.1111111111111111
que	ya	ando	1	14	0.07142857142857142
ya	ando	un	1	2	0.5
ando	un	poco	1	1	1.0
poco	más	despreocupado	1	2	0.5
más	despreocupado	#	1	1	1.0
$	buen	artista	1	4	0.25
buen	artista	,	1	1	1.0
artista	,	#	1	1	1.0
espero	que	te	1	5	0.2
te	haya	gustado	1	2	0.5
haya	gustado	esa	1	1	1.0
gustado	esa	canción	1	1	1.0
esa	canción	👍	1	1	1.0
canción	👍	🏻	1	1	1.0
$	Este	parcial	1	2	0.5
Este	parcial	no	1	1	1.0
parcial	no	dejaste	1	2	0.5
no	dejaste	tareas	1	1	1.0
dejaste	tareas	para	1	1	1.0
tareas	para	entregar	1	1	1.0
para	entregar	dos	1	1	1.0
entregar	dos	semanas	1	1	1.0
semanas	después	?	1	2	0.5
después	?	#	1	1	1.0
Y	si	vale	1	2	0.5
si	vale	la	1	1	1.0
vale	la	pena	1	1	1.0
la	pena	entregarlas	1	2	0.5
pena	entregarlas	en	1	1	1.0
entregarlas	en	esas	1	1	1.0
en	esas	circunstancias	1	1	1.0
esas	circunstancias	#	1	1	1.0
A	mí	sí	1	5	0.2
mí	sí	se	1	1	1.0
sí	se	me	1	5	0.2
se	me	pasara	1	9	0.1111111111111111
me	pasara	la	1	1	1.0
pasara	la	fecha	1	1	1.0
la	fecha	de	1	1	1.0
fecha	de	entrega	1	2	0.5
de	entrega	ya	1	1	1.0
entrega	ya	me	1	1	1.0
ya	me	daría	1	11	0.09090909090909091
me	daría	flojera	1	3	0.3333333333333333
daría	flojera	hacerlo	1	1	1.0
flojera	hacerlo	xd	1	1	1.0
hacerlo	xd	#	1	1	1.0
$	Que	buena	1	49	0.02040816326530612
Que	buena	onda	1	1	1.0
$	Yaros	nadamás	1	1	1.0
Yaros	nadamás	comenta	1	1	1.0
nadamás	comenta	""""	1	1	1.0
comenta	""""	:(	1	1	1.0
""""	:(	""""	1	2	0.5
:(	""""	xd	1	1	1.0
""""	xd	#	1	1	1.0
$	Sabes	manejar	1	3	0.3333333333333333
Sabes	manejar	?	1	1	1.0
manejar	?	#	1	1	1.0
$	Nunca	has	1	4	0.25
Nunca	has	hablado	1	1	1.0
has	hablado	con	1	1	1.0
hablado	con	tus	1	1	1.0
con	tus	papás	1	2	0.5
tus	papás	de	1	2	0.5
papás	de	querer	1	1	1.0
de	querer	aprender	1	1	1.0
querer	aprender	?	1	1	1.0
aprender	?	#	1	1	1.0
,	me	enseñó	1	24	0.041666666666666664
me	enseñó	mi	1	1	1.0
enseñó	mi	papá	1	1	1.0
$	Era	respondiendo	1	1	1.0
Era	respondiendo	a	1	1	1.0
respondiendo	a	este	1	1	1.0
a	este	xd	1	1	1.0
este	xd	#	1	1	1.0
$	Is	that	1	1	1.0
Is	that	even	1	1	1.0
that	even	a	1	1	1.0
even	a	thing	1	1	1.0
a	thing	?	1	1	1.0
thing	?	#	1	1	1.0
$	aaaaaa	#	1	1	1.0
$	Va	a	1	2	0.5
Va	a	estar	1	1	1.0
a	estar	toda	1	2	0.5
estar	toda	horrible	1	1	1.0
toda	horrible	la	1	1	1.0
horrible	la	logística	1	1	1.0
la	logística	,	1	1	1.0
logística	,	así	1	1	1.0
creo	que	 	1	50	0.02
que	 	aunque	1	1	1.0
 	aunque	no	1	1	1.0
aunque	no	quieras	1	2	0.5
no	quieras	participar	1	1	1.0
quieras	participar	igual	1	1	1.0
participar	igual	y	1	1	1.0
igual	y	ni	1	5	0.2
y	ni	siquiera	1	1	1.0
ni	siquiera	podrías	1	1	1.0
siquiera	podrías	xd	1	1	1.0
podrías	xd	#	1	1	1.0
$	Es	tu	1	24	0.041666666666666664
Es	tu	discurso	1	1	1.0
tu	discurso	de	1	1	1.0
discurso	de	graduación	1	1	1.0
de	graduación	?	1	1	1.0
graduación	?	#	1	1	1.0
$	Hmmmm	#	1	1	1.0
La	verdad	este	1	2	0.5
verdad	este	año	1	1	1.0
