Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
$	eras	1	3186	0.00031387319522912746
eras	la	1	1	1.0
la	chica	1	284	0.0035211267605633804
chica	de	1	1	1.0
las	gafas	1	74	0.013513513513513514
gafas	cool	1	2	0.5
$	bonitas	1	3186	0.00031387319522912746
bonitas	uñas	1	1	1.0
uñas	btw	1	1	1.0
btw	#	1	2	0.5
jajaj	sí	1	4	0.25
que	otra	1	696	0.0014367816091954023
otra	#	1	4	0.25
$	fino	1	3186	0.00031387319522912746
fino	el	1	1	1.0
el	finoposting	1	224	0.004464285714285714
finoposting	#	1	1	1.0
bastante	wholesome	1	47	0.02127659574468085
wholesome	#	1	3	0.3333333333333333
$	wholesome	1	3186	0.00031387319522912746
wholesome	post	1	3	0.3333333333333333
post	#	1	2	0.5
Means	wholesome	1	2	0.5
wholesome	poster	1	3	0.3333333333333333
poster	#	1	1	1.0
estás	publicando	1	34	0.029411764705882353
publicando	en	1	1	1.0
en	IG	1	240	0.004166666666666667
IG	para	1	2	0.5
para	cuándo	1	83	0.012048192771084338
cuándo	te	1	4	0.25
te	pidan	1	158	0.006329113924050633
pidan	tus	1	1	1.0
tus	redes	1	12	0.08333333333333333
redes	en	1	1	1.0
las	entrevistas	1	74	0.013513513513513514
entrevistas	?	1	1	1.0
$	Cooo	1	3186	0.00031387319522912746
Cooo	#	1	1	1.0
Ya	tocaba	1	30	0.03333333333333333
tocaba	#	1	3	0.3333333333333333
te	gané	1	158	0.006329113924050633
gané	#	1	2	0.5
$	hoola	1	3186	0.00031387319522912746
hoola	Andrea	1	1	1.0
$	Super	1	3186	0.00031387319522912746
Super	,	1	1	1.0
Mañana	entro	1	3	0.3333333333333333
entro	#	1	1	1.0
Pero	desde	1	35	0.02857142857142857
pasada	ando	1	4	0.25
ando	ya	1	12	0.08333333333333333
la	capital	1	284	0.0035211267605633804
capital	#	1	1	1.0
Cuentaaa	#	1	2	0.5
$	Sii	1	3186	0.00031387319522912746
Sii	#	1	1	1.0
qué	tanto	1	37	0.02702702702702703
tanto	me	1	11	0.09090909090909091
me	dura	1	304	0.003289473684210526
dura	la	1	3	0.3333333333333333
emoción	jajaja	1	3	0.3333333333333333
Estaba	guapo	1	2	0.5
guapo	el	1	2	0.5
el	doctor	1	224	0.004464285714285714
doctor	?	1	2	0.5
sí	sí	1	78	0.01282051282051282
y	afortunadamente	1	191	0.005235602094240838
afortunadamente	vivo	1	3	0.3333333333333333
vivo	en	1	2	0.5
una	zona	1	84	0.011904761904761904
zona	bastante	1	1	1.0
bastante	chill	1	47	0.02127659574468085
chill	a	1	7	0.14285714285714285
mi	escasa	1	92	0.010869565217391304
escasa	experiencia	1	1	1.0
era	eso	1	24	0.041666666666666664
sin	duda	1	14	0.07142857142857142
duda	#	1	2	0.5
no	quiero	1	341	0.002932551319648094
quiero	agarrar	1	8	0.125
agarrar	es	1	1	1.0
y	de	1	191	0.005235602094240838
no	haberte	1	341	0.002932551319648094
haberte	avalado	1	1	1.0
avalado	en	1	1	1.0
en	esa	1	240	0.004166666666666667
esa	parte	1	8	0.125
parte	,	1	10	0.1
que	habría	1	696	0.0014367816091954023
habría	sucedido	1	2	0.5
sucedido	?	1	1	1.0
$	haré	1	3186	0.00031387319522912746
haré	lo	1	3	0.3333333333333333
que	pueda	1	696	0.0014367816091954023
pueda	para	1	1	1.0
para	evitar	1	83	0.012048192771084338
evitar	llegar	1	1	1.0
estoy	percatando	1	21	0.047619047619047616
percatando	de	1	1	1.0
es	inevitable	1	166	0.006024096385542169
inevitable	que	1	1	1.0
que	sepan	1	696	0.0014367816091954023
sepan	que	1	1	1.0
soy	foráneo	1	19	0.05263157894736842
foráneo	cuando	1	1	1.0
cuando	hablo	1	47	0.02127659574468085
hablo	normalmente	1	1	1.0
normalmente	jajaja	1	3	0.3333333333333333
te	juro	1	158	0.006329113924050633
juro	que	1	1	1.0
no	digo	1	341	0.002932551319648094
digo	esas	1	8	0.125
cosas	en	1	24	0.041666666666666664
en	persona	1	240	0.004166666666666667
persona	#	1	5	0.2
,	intento	1	525	0.0019047619047619048
intento	no	1	2	0.5
no	hacerlo	1	341	0.002932551319648094
$	chaleee	1	3186	0.00031387319522912746
chaleee	#	1	1	1.0
años	de	1	6	0.16666666666666666
de	encierro	1	499	0.002004008016032064
encierro	no	1	1	1.0
no	ayudan	1	341	0.002932551319648094
ayudan	,	1	1	1.0
,	not	1	525	0.0019047619047619048
not	gonna	1	7	0.14285714285714285
gonna	lie	1	2	0.5
lie	#	1	1	1.0
el	esfuerzo	1	224	0.004464285714285714
esfuerzo	se	1	1	1.0
hace	#	1	29	0.034482758620689655
le	faltaba	1	32	0.03125
faltaba	al	1	1	1.0
al	mundo	1	49	0.02040816326530612
mundo	#	1	3	0.3333333333333333
$	Basado	1	3186	0.00031387319522912746
Basado	,	1	1	1.0
Lo	sé	1	8	0.125
sé	#	1	31	0.03225806451612903
$	Monkey	1	3186	0.00031387319522912746
Monkey	brain	1	1	1.0
brain	#	1	1	1.0
Cómo	se	1	19	0.05263157894736842
llama	tu	1	11	0.09090909090909091
tu	gatito	1	77	0.012987012987012988
gatito	?	1	1	1.0
$	abrazas	1	3186	0.00031387319522912746
abrazas	a	1	1	1.0
a	bigotes	1	359	0.002785515320334262
bigotes	con	1	1	1.0
mucho	cariño	1	47	0.02127659574468085
cariño	#	1	2	0.5
te	quiere	1	158	0.006329113924050633
descansa	:(	1	6	0.16666666666666666
:)	*	1	26	0.038461538461538464
$	sueña	1	3186	0.00031387319522912746
sueña	bonito	1	1	1.0
bastante	tranquilo	1	47	0.02127659574468085
tuve	dos	1	8	0.125
dos	sesiones	1	26	0.038461538461538464
sesiones	de	1	1	1.0
de	hora	1	499	0.002004008016032064
hora	y	1	11	0.09090909090909091
Son	cool	1	4	0.25
la	mayoría	1	284	0.0035211267605633804
mayoría	de	1	1	1.0
que	ubicaba	1	696	0.0014367816091954023
ubicaba	van	1	2	0.5
van	en	1	10	0.1
el	bloque	1	224	0.004464285714285714
bloque	A	1	1	1.0
A	,	1	23	0.043478260869565216
yo	voy	1	86	0.011627906976744186
el	B	1	224	0.004464285714285714
B	#	1	1	1.0
,	andas	1	525	0.0019047619047619048
$	jugo	1	3186	0.00031387319522912746
jugo	#	1	1	1.0
$	simplemente	1	3186	0.00031387319522912746
simplemente	lo	1	3	0.3333333333333333
lo	invito	1	146	0.00684931506849315
invito	#	1	4	0.25
pero	q	1	126	0.007936507936507936
sea	quincena	1	9	0.1111111111111111
quincena	para	1	1	1.0
me	alcance	1	304	0.003289473684210526
alcance	#	1	1	1.0
$	estado	1	3186	0.00031387319522912746
estado	:	1	12	0.08333333333333333
:	ocupado	1	5	0.2
ocupado	#	1	2	0.5
q	profesional	1	21	0.047619047619047616
profesional	#	1	1	1.0
bien	bien	1	62	0.016129032258064516
hasta	arriba	1	16	0.0625
arriba	de	1	2	0.5
de	tareas	1	499	0.002004008016032064
tareas	pero	1	5	0.2
pero	haciendome	1	126	0.007936507936507936
haciendome	tonto	1	1	1.0
tonto	#	1	2	0.5
como	debe	1	93	0.010752688172043012
debe	de	1	4	0.25
tú	como	1	41	0.024390243902439025
Eres	built	1	2	0.5
built	different	1	1	1.0
different	#	1	1	1.0
$	super	1	3186	0.00031387319522912746
super	#	1	4	0.25
tal	estás	1	58	0.017241379310344827
estás	tú	1	34	0.029411764705882353
$	manda	1	3186	0.00031387319522912746
manda	ubi	1	2	0.5
ubi	🤙	1	1	1.0
cuando	esté	1	47	0.02127659574468085
esté	en	1	4	0.25
en	pachuquita	1	240	0.004166666666666667
pachuquita	te	1	2	0.5
te	doy	1	158	0.006329113924050633
doy	una	1	3	0.3333333333333333
una	vueltaa	1	84	0.011904761904761904
vueltaa	#	1	1	1.0
,	q	1	525	0.0019047619047619048
$	Covid	1	3186	0.00031387319522912746
Covid	?	1	1	1.0
Cómo	está	1	19	0.05263157894736842
está	tu	1	40	0.025
tu	familia	1	77	0.012987012987012988
familia	?	1	7	0.14285714285714285
$	Ellos	1	3186	0.00031387319522912746
Ellos	no	1	1	1.0
se	sienten	1	139	0.007194244604316547
sienten	mal	1	1	1.0
Ojalá	todos	1	4	0.25
todos	se	1	13	0.07692307692307693
se	mejoren	1	139	0.007194244604316547
mejoren	pronto	1	1	1.0
pronto	Andrea	1	9	0.1111111111111111
no	hablábamos	1	341	0.002932551319648094
hablábamos	,	1	1	1.0
me	alegra	1	304	0.003289473684210526
alegra	que	1	2	0.5
me	hayas	1	304	0.003289473684210526
hayas	mandado	1	3	0.3333333333333333
mandado	mensaje	1	1	1.0
mensaje	#	1	3	0.3333333333333333
Creo	#	1	10	0.1
Estoy	esperando	1	5	0.2
esperando	3	1	2	0.5
3	calificaciones	1	10	0.1
calificaciones	,	1	1	1.0
,	según	1	525	0.0019047619047619048
según	mis	1	3	0.3333333333333333
mis	cuentas	1	28	0.03571428571428571
cuentas	ya	1	7	0.14285714285714285
ya	libré	1	126	0.007936507936507936
libré	todo	1	1	1.0
hoy	ya	1	28	0.03571428571428571
me	regreso	1	304	0.003289473684210526
Tu	en	1	11	0.09090909090909091
en	q	1	240	0.004166666666666667
q	andabas	1	21	0.047619047619047616
andabas	?	1	1	1.0
Pero	también	1	35	0.02857142857142857
me	a	1	304	0.003289473684210526
a	ayudado	1	359	0.002785515320334262
ayudado	a	1	1	1.0
a	apreciar	1	359	0.002785515320334262
apreciar	más	1	1	1.0
más	Pachuca	1	72	0.013888888888888888
Pachuca	cada	1	4	0.25
cada	que	1	11	0.09090909090909091
que	regreso	1	696	0.0014367816091954023
regreso	#	1	7	0.14285714285714285
En	serio	1	17	0.058823529411764705
serio	?	1	1	1.0
Que	estudias	1	49	0.02040816326530612
estudias	?	1	2	0.5
Y	que	1	26	0.038461538461538464
gusta	?	1	23	0.043478260869565216
Q	bueno	1	6	0.16666666666666666
bueno	:)	1	26	0.038461538461538464
De	cuantos	1	6	0.16666666666666666
cuantos	semestres	1	3	0.3333333333333333
semestres	es	1	1	1.0
la	carrera	1	284	0.0035211267605633804
$	Ambicioso	1	3186	0.00031387319522912746
Ambicioso	#	1	1	1.0
seguro	que	1	4	0.25
que	puedes	1	696	0.0014367816091954023
puedes	lograrlo	1	3	0.3333333333333333
lograrlo	:)	1	1	1.0
tal	sigues	1	58	0.017241379310344827
sigues	?	1	2	0.5
Bien	bien	1	5	0.2
$	Disfrutando	1	3186	0.00031387319522912746
Disfrutando	de	1	1	1.0
Estoy	arreglando	1	5	0.2
arreglando	mi	1	2	0.5
cuarto	jajaj	1	3	0.3333333333333333
el	15	1	224	0.004464285714285714
15	creo	1	3	0.3333333333333333
$	222	1	3186	0.00031387319522912746
222	pizza	1	2	0.5
pizza	y	1	2	0.5
y	ahumados	1	191	0.005235602094240838
ahumados	#	1	1	1.0
gusta	mi	1	23	0.043478260869565216
mi	cobija	1	92	0.010869565217391304
cobija	rosa	1	1	1.0
rosa	?	1	1	1.0
Te	la	1	15	0.06666666666666667
la	cambio	1	284	0.0035211267605633804
ir	un	1	8	0.125
estos	#	1	6	0.16666666666666666
Y	voy	1	26	0.038461538461538464
preguntar	por	1	2	0.5
por	ti	1	109	0.009174311926605505
ver	q	1	38	0.02631578947368421
q	cara	1	21	0.047619047619047616
cara	ponen	1	1	1.0
ponen	#	1	4	0.25
$	andre	1	3186	0.00031387319522912746
andre	#	1	1	1.0
🏻	😛	1	105	0.009523809523809525
😛	#	1	2	0.5
que	votas	1	696	0.0014367816091954023
votas	?	1	1	1.0
me	convenciste	1	304	0.003289473684210526
convenciste	jajaja	1	1	1.0
estás	aquí	1	34	0.029411764705882353
pachuca	ahorita	1	7	0.14285714285714285
sí	tiene	1	78	0.01282051282051282
tiene	sus	1	14	0.07142857142857142
sus	desventajas	1	7	0.14285714285714285
desventajas	,	1	1	1.0
,	va	1	525	0.0019047619047619048
estar	dificil	1	8	0.125
dificil	seguir	1	2	0.5
seguir	bañandome	1	2	0.5
bañandome	en	1	2	0.5
$	algún	1	3186	0.00031387319522912746
algún	consejo	1	2	0.5
consejo	?	1	2	0.5
vuelta	el	1	5	0.2
viernes	,	1	4	0.25
te	queda	1	158	0.006329113924050633
queda	bien	1	7	0.14285714285714285
bien	?	1	62	0.016129032258064516
?	revolución	1	611	0.0016366612111292963
revolución	?	1	2	0.5
pq	no	1	11	0.09090909090909091
a	secar	1	359	0.002785515320334262
secar	en	1	1	1.0
que	llego	1	696	0.0014367816091954023
llego	a	1	1	1.0
escuela	😭	1	24	0.041666666666666664
$	vamoss	1	3186	0.00031387319522912746
vamoss	#	1	1	1.0
realidad	#	1	3	0.3333333333333333
?	tienes	1	611	0.0016366612111292963
tienes	algo	1	33	0.030303030303030304
$	vapp	1	3186	0.00031387319522912746
vapp	#	1	1	1.0
nos	vemos	1	25	0.04
vemos	ahí	1	3	0.3333333333333333
$	Borraste	1	3186	0.00031387319522912746
Borraste	tu	1	1	1.0
tu	IG	1	77	0.012987012987012988
IG	?	1	2	0.5
que	hace	1	696	0.0014367816091954023
hace	un	1	29	0.034482758620689655
de	semanas	1	499	0.002004008016032064
semanas	quería	1	8	0.125
quería	compartirte	1	2	0.5
compartirte	algo	1	1	1.0
algo	pero	1	46	0.021739130434782608
no	encontraba	1	341	0.002932551319648094
encontraba	tu	1	1	1.0
Me	acordé	1	31	0.03225806451612903
acordé	jaja	1	1	1.0
con	razón	1	81	0.012345679012345678
razón	jaja	1	7	0.14285714285714285
Creo	recordar	1	10	0.1
un	reel	1	108	0.009259259259259259
reel	de	1	1	1.0
aviación	o	1	3	0.3333333333333333
así	jaja	1	40	0.025
$	Sigue	1	3186	0.00031387319522912746
Sigue	bien	1	1	1.0
bien	bonita	1	62	0.016129032258064516
veces	la	1	13	0.07692307692307693
la	extraño	1	284	0.0035211267605633804
extraño	#	1	6	0.16666666666666666
Que	viste	1	49	0.02040816326530612
viste	diferente	1	5	0.2
Por	fin	1	11	0.09090909090909091
fin	se	1	5	0.2
se	aplicó	1	139	0.007194244604316547
aplicó	el	1	1	1.0
proyecto	aula	1	3	0.3333333333333333
aula	que	1	1	1.0
que	nunca	1	696	0.0014367816091954023
nunca	falta	1	9	0.1111111111111111
falta	jajaja	1	4	0.25
A	qué	1	23	0.043478260869565216
qué	fuiste	1	37	0.02702702702702703
fuiste	?	1	2	0.5
Nos	vemos	1	3	0.3333333333333333
vemos	:)	1	3	0.3333333333333333
$	Parece	1	3186	0.00031387319522912746
Parece	ser	1	1	1.0
Ya	voy	1	30	0.03333333333333333
en	camino	1	240	0.004166666666666667
camino	#	1	2	0.5
Me	avisas	1	31	0.03225806451612903
avisas	cuando	1	3	0.3333333333333333
cuando	estés	1	47	0.02127659574468085
estés	cerca	1	3	0.3333333333333333
En	revolución	1	17	0.058823529411764705
revolución	#	1	2	0.5
Voy	#	1	3	0.3333333333333333
$	Sip	1	3186	0.00031387319522912746
Sip	#	1	1	1.0
$	Llegué	1	3186	0.00031387319522912746
Llegué	#	1	1	1.0
$	Licuachelas	1	3186	0.00031387319522912746
Licuachelas	licuachelas	1	1	1.0
licuachelas	#	1	1	1.0
Al	final	1	4	0.25
final	si	1	8	0.125
si	fuiste	1	72	0.013888888888888888
fuiste	con	1	2	0.5
Elihu	?	1	2	0.5
$	Saludameloo	1	3186	0.00031387319522912746
Saludameloo	#	1	1	1.0
$	Leyendo	1	3186	0.00031387319522912746
Leyendo	jeje	1	1	1.0
El	Verano	1	10	0.1
Verano	#	1	1	1.0
te	pregunté	1	158	0.006329113924050633
pregunté	si	1	2	0.5
si	seguías	1	72	0.013888888888888888
seguías	saliendo	1	1	1.0
saliendo	con	1	5	0.2
Hoy	fue	1	2	0.5
de	salir	1	499	0.002004008016032064
salir	con	1	3	0.3333333333333333
$	Filosofía	1	3186	0.00031387319522912746
Filosofía	#	1	1	1.0
Muy	bueno	1	6	0.16666666666666666
bueno	verte	1	26	0.038461538461538464
verte	,	1	1	1.0
ver	cuándo	1	38	0.02631578947368421
cuándo	volvemos	1	4	0.25
volvemos	a	1	1	1.0
vuelta	#	1	5	0.2
$	Adivina	1	3186	0.00031387319522912746
Adivina	cuál	1	1	1.0
cuál	fue	1	4	0.25
fue	mi	1	24	0.041666666666666664
mi	favorita	1	92	0.010869565217391304
favorita	de	1	3	0.3333333333333333
Cómo	supistee	1	19	0.05263157894736842
supistee	?	1	1	1.0
Si	jajaja	1	14	0.07142857142857142
Mejor	unas	1	2	0.5
unas	enchiladas	1	13	0.07692307692307693
enchiladas	potosinas	1	2	0.5
potosinas	#	1	1	1.0
puedo	esperar	1	9	0.1111111111111111
esperar	#	1	2	0.5
que	has	1	696	0.0014367816091954023
has	hecho	1	10	0.1
hecho	?	1	13	0.07692307692307693
Q	coool	1	6	0.16666666666666666
Yo	en	1	32	0.03125
en	ciudad	1	240	0.004166666666666667
ciudad	de	1	2	0.5
México	me	1	3	0.3333333333333333
tengo	nada	1	45	0.022222222222222223
ropa	de	1	5	0.2
de	verano	1	499	0.002004008016032064
verano	jajaja	1	2	0.5
la	paso	1	284	0.0035211267605633804
paso	acalorado	1	2	0.5
acalorado	#	1	1	1.0
ven	muy	1	5	0.2
Mejor	te	1	2	0.5
te	explico	1	158	0.006329113924050633
explico	😭	1	1	1.0
En	cuanto	1	17	0.058823529411764705
cuanto	va	1	8	0.125
el	contador	1	224	0.004464285714285714
contador	de	1	1	1.0
de	cucarachas	1	499	0.002004008016032064
cucarachas	?	1	3	0.3333333333333333
Lo	dejaste	1	8	0.125
dejaste	como	1	4	0.25
como	señal	1	93	0.010752688172043012
señal	para	1	1	1.0
que	estuvieran	1	696	0.0014367816091954023
estuvieran	cerca	1	1	1.0
$	Mira	1	3186	0.00031387319522912746
Mira	,	1	1	1.0
dos	de	1	26	0.038461538461538464
los	3	1	93	0.010752688172043012
3	que	1	10	0.1
$	ví	1	3186	0.00031387319522912746
ví	#	1	6	0.16666666666666666
$	Eran	1	3186	0.00031387319522912746
Eran	ellos	1	1	1.0
ellos	o	1	6	0.16666666666666666
o	yo	1	69	0.014492753623188406
la	has	1	284	0.0035211267605633804
has	pasado	1	10	0.1
pasado	?	1	5	0.2
Q	cool	1	6	0.16666666666666666
me	suenan	1	304	0.003289473684210526
suenan	jajaja	1	3	0.3333333333333333
Tienes	fotos	1	6	0.16666666666666666
fotos	?	1	3	0.3333333333333333
el	calor	1	224	0.004464285714285714
calor	,	1	2	0.5
Por	lo	1	11	0.09090909090909091
da	sueño	1	26	0.038461538461538464
Se	ve	1	12	0.08333333333333333
Son	de	1	4	0.25
hacen	masaje	1	6	0.16666666666666666
masaje	en	1	1	1.0
gusta	nadar	1	23	0.043478260869565216
nadar	?	1	1	1.0
También	me	1	3	0.3333333333333333
Pero	hace	1	35	0.02857142857142857
hace	muchísimo	1	29	0.034482758620689655
muchísimo	que	1	1	1.0
$	Amos	1	3186	0.00031387319522912746
Amos	#	1	1	1.0
De	quién	1	6	0.16666666666666666
quién	fue	1	3	0.3333333333333333
Solo	he	1	5	0.2
escuchado	a	1	3	0.3333333333333333
a	Valsian	1	359	0.002785515320334262
Valsian	#	1	1	1.0
gusta	su	1	23	0.043478260869565216
su	propuesta	1	12	0.08333333333333333
propuesta	de	1	1	1.0
de	dream	1	499	0.002004008016032064
dream	pop	1	2	0.5
pop	🤙	1	2	0.5
La	escucharé	1	10	0.1
escucharé	#	1	1	1.0
Me	estoy	1	31	0.03225806451612903
estoy	esperando	1	21	0.047619047619047616
esperando	a	1	2	0.5
me	lleves	1	304	0.003289473684210526
lleves	#	1	1	1.0
pasó	al	1	10	0.1
al	piercing	1	49	0.02040816326530612
piercing	de	1	3	0.3333333333333333
tu	ombligo	1	77	0.012987012987012988
ombligo	?	1	2	0.5
uy	#	1	2	0.5
q	miedo	1	21	0.047619047619047616
miedo	,	1	10	0.1
le	echas	1	32	0.03125
echas	de	1	1	1.0
de	menos	1	499	0.002004008016032064
menos	?	1	26	0.038461538461538464
Sick	#	1	2	0.5
No	cualquiera	1	40	0.025
cualquiera	puedo	1	1	1.0
puedo	ponerse	1	9	0.1111111111111111
ponerse	uno	1	1	1.0
$	quiero	1	3186	0.00031387319522912746
decir	jaja	1	11	0.09090909090909091
jaja	;	1	52	0.019230769230769232
;	por	1	3	0.3333333333333333
ejemplo	yo	1	2	0.5
el	ombligo	1	224	0.004464285714285714
ombligo	salido	1	2	0.5
salido	,	1	2	0.5
no	creo	1	341	0.002932551319648094
creo	q	1	59	0.01694915254237288
sea	posible	1	9	0.1111111111111111
posible	q	1	4	0.25
me	hiciera	1	304	0.003289473684210526
hiciera	uno	1	1	1.0
Ahora	vas	1	5	0.2
pensar	q	1	6	0.16666666666666666
yo	quiero	1	86	0.011627906976744186
quiero	uno	1	8	0.125
uno	xd	1	22	0.045454545454545456
Tampoco	jeje	1	2	0.5
Creo	q	1	10	0.1
q	no	1	21	0.047619047619047616
es	mi	1	166	0.006024096385542169
mi	estilo	1	92	0.010869565217391304
estilo	#	1	3	0.3333333333333333
$	🥶	1	3186	0.00031387319522912746
Que	haces	1	49	0.02040816326530612
Que	fue	1	49	0.02040816326530612
Yo	he	1	32	0.03125
estado	comiendo	1	12	0.08333333333333333
comiendo	exactamente	1	3	0.3333333333333333
exactamente	lo	1	3	0.3333333333333333
lo	mismo	1	146	0.00684931506849315
mismo	por	1	5	0.2
los	últimos	1	93	0.010752688172043012
últimos	12	1	1	1.0
12	días	1	5	0.2
días	jajaja	1	9	0.1111111111111111
$	Empiezo	1	3186	0.00031387319522912746
Empiezo	a	1	1	1.0
a	sospechar	1	359	0.002785515320334262
sospechar	que	1	1	1.0
la	pizza	1	284	0.0035211267605633804
pizza	#	1	2	0.5
$	Filete	1	3186	0.00031387319522912746
Filete	de	1	1	1.0
de	res	1	499	0.002004008016032064
res	,	1	1	1.0
frijoles	,	1	2	0.5
,	apio	1	525	0.0019047619047619048
apio	,	1	1	1.0
,	tomate	1	525	0.0019047619047619048
tomate	y	1	1	1.0
y	espinacas	1	191	0.005235602094240838
espinacas	#	1	1	1.0
Te	recomiendo	1	15	0.06666666666666667
recomiendo	las	1	3	0.3333333333333333
de	little	1	499	0.002004008016032064
little	cesars	1	1	1.0
cesars	#	1	1	1.0
$	Sabor	1	3186	0.00031387319522912746
Sabor	a	1	1	1.0
a	cartón	1	359	0.002785515320334262
cartón	#	1	1	1.0
le	hago	1	32	0.03125
hago	el	1	6	0.16666666666666666
el	feo	1	224	0.004464285714285714
feo	jaja	1	9	0.1111111111111111
Estoy	bajo	1	5	0.2
bajo	régimen	1	4	0.25
régimen	alimenticio	1	1	1.0
alimenticio	#	1	1	1.0
$	Jeje	1	3186	0.00031387319522912746
Jeje	#	1	1	1.0
queda	rico	1	7	0.14285714285714285
rico	jaja	1	5	0.2
estoy	aprendiendo	1	21	0.047619047619047616
aprendiendo	a	1	1	1.0
a	preparar	1	359	0.002785515320334262
preparar	todas	1	1	1.0
mis	comidas	1	28	0.03571428571428571
comidas	súper	1	2	0.5
súper	rápido	1	5	0.2
rápido	y	1	3	0.3333333333333333
y	también	1	191	0.005235602094240838
también	a	1	29	0.034482758620689655
comer	más	1	9	0.1111111111111111
más	rápido	1	72	0.013888888888888888
rápido	#	1	3	0.3333333333333333
Los	primeros	1	3	0.3333333333333333
primeros	días	1	2	0.5
días	estaba	1	9	0.1111111111111111
estaba	como	1	12	0.08333333333333333
como	1hr	1	93	0.010752688172043012
1hr	sentado	1	1	1.0
sentado	por	1	1	1.0
por	cada	1	109	0.009174311926605505
comida	jajaja	1	3	0.3333333333333333
Yo	prácticamente	1	32	0.03125
prácticamente	comía	1	1	1.0
comía	3	1	1	1.0
3	o	1	10	0.1
o	4	1	69	0.014492753623188406
4	veces	1	10	0.1
Todo	bien	1	2	0.5
bien	también	1	62	0.016129032258064516
Si	jeje	1	14	0.07142857142857142
El	6	1	10	0.1
$	Tranquilo	1	3186	0.00031387319522912746
Tranquilo	,	1	1	1.0
,	estuvo	1	525	0.0019047619047619048
estuvo	chill	1	10	0.1
Mañana	ya	1	3	0.3333333333333333
ya	regreso	1	126	0.007936507936507936
Me	gusta	1	31	0.03225806451612903
gusta	tu	1	23	0.043478260869565216
tu	pfp	1	77	0.012987012987012988
la	tomaste	1	284	0.0035211267605633804
tomaste	?	1	3	0.3333333333333333
Muy	bonita	1	6	0.16666666666666666
$	Buena	1	3186	0.00031387319522912746
Buena	composición	1	1	1.0
composición	y	1	1	1.0
y	encuadre	1	191	0.005235602094240838
encuadre	#	1	1	1.0
Que	hizo	1	49	0.02040816326530612
hizo	que	1	4	0.25
te	ausentaras	1	158	0.006329113924050633
ausentaras	?	1	1	1.0
Estuve	ayer	1	2	0.5
ayer	y	1	5	0.2
y	antier	1	191	0.005235602094240838
antier	por	1	1	1.0
allá	,	1	4	0.25
,	poniendo	1	525	0.0019047619047619048
poniendo	todo	1	2	0.5
todo	en	1	33	0.030303030303030304
en	orden	1	240	0.004166666666666667
orden	,	1	2	0.5
me	regresé	1	304	0.003289473684210526
regresé	el	1	1	1.0
el	finde	1	224	0.004464285714285714
finde	para	1	2	0.5
para	pasarla	1	83	0.012048192771084338
El	domingo	1	10	0.1
domingo	de	1	1	1.0
de	regreso	1	499	0.002004008016032064
regreso	y	1	7	0.14285714285714285
empezar	el	1	7	0.14285714285714285
seguro	lo	1	4	0.25
vale	jajaja	1	6	0.16666666666666666
La	pfp	1	10	0.1
pfp	es	1	4	0.25
es	con	1	166	0.006024096385542169
tus	compañeros	1	12	0.08333333333333333
compañeros	de	1	4	0.25
de	campamento	1	499	0.002004008016032064
así	sea	1	40	0.025
sea	#	1	9	0.1111111111111111
me	vas	1	304	0.003289473684210526
hey	,	1	11	0.09090909090909091
,	estaría	1	525	0.0019047619047619048
estaría	cool	1	2	0.5
Pero	tú	1	35	0.02857142857142857
tú	matas	1	41	0.024390243902439025
matas	las	1	1	1.0
las	cucarachas	1	74	0.013513513513513514
cucarachas	por	1	3	0.3333333333333333
mi	pls	1	92	0.010869565217391304
Un	cumpleaños	1	3	0.3333333333333333
Estoy	seguro	1	5	0.2
seguro	de	1	4	0.25
Jajaja	,	1	13	0.07692307692307693
,	cool	1	525	0.0019047619047619048
$	Salgan	1	3186	0.00031387319522912746
Salgan	tempra	1	1	1.0
tempra	para	1	3	0.3333333333333333
los	agarre	1	93	0.010752688172043012
agarre	el	1	1	1.0
el	tráfico	1	224	0.004464285714285714
tráfico	🤙	1	1	1.0
Te	copié	1	15	0.06666666666666667
copié	#	1	1	1.0
literal	eliminé	1	4	0.25
eliminé	todas	1	2	0.5
las	cuentas	1	74	0.013513513513513514
cuentas	jajaja	1	7	0.14285714285714285
a	tener	1	359	0.002785515320334262
tener	que	1	5	0.2
que	informarme	1	696	0.0014367816091954023
informarme	si	1	1	1.0
si	pasa	1	72	0.013888888888888888
pasa	algo	1	6	0.16666666666666666
$	Hola	1	3186	0.00031387319522912746
Hola	#	1	1	1.0
$	yoyoyo	1	3186	0.00031387319522912746
yoyoyo	#	1	1	1.0
Ya	terminaste	1	30	0.03333333333333333
terminaste	los	1	2	0.5
los	almendros	1	93	0.010752688172043012
almendros	?	1	1	1.0
te	está	1	158	0.006329113924050633
está	pareciendo	1	40	0.025
pareciendo	?	1	1	1.0
El	Hombre	1	10	0.1
Hombre	Rebelde	1	1	1.0
Rebelde	#	1	1	1.0
Buen	adjetivo	1	2	0.5
adjetivo	#	1	1	1.0
El	verano	1	10	0.1
verano	,	1	2	0.5
me	están	1	304	0.003289473684210526
están	dando	1	11	0.09090909090909091
dando	ganas	1	1	1.0
de	volverlo	1	499	0.002004008016032064
volverlo	a	1	1	1.0
a	leer	1	359	0.002785515320334262
leer	#	1	1	1.0
heyy	,	1	8	0.125
tal	sentiste	1	58	0.017241379310344827
