Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
jugar	poker	1	7	0.14285714285714285
poker	,	1	3	0.3333333333333333
se	nada	1	139	0.007194244604316547
Bastante	divertido	1	14	0.07142857142857142
divertido	porque	1	4	0.25
no	depende	1	341	0.002932551319648094
depende	tanto	1	4	0.25
tanto	de	1	11	0.09090909090909091
la	suerte	1	284	0.0035211267605633804
suerte	porque	1	11	0.09090909090909091
porque	mi	1	21	0.047619047619047616
mi	suerte	1	92	0.010869565217391304
suerte	es	1	11	0.09090909090909091
mala	xd	1	6	0.16666666666666666
como	Rumi	1	93	0.010752688172043012
Rumi	,	1	1	1.0
lo	conoces	1	146	0.00684931506849315
conoces	?	1	1	1.0
Es	más	1	24	0.041666666666666664
más	family	1	72	0.013888888888888888
family	friendly	1	1	1.0
friendly	#	1	1	1.0
$	Experiencia	1	3186	0.00031387319522912746
Experiencia	en	1	1	1.0
en	destruir	1	240	0.004166666666666667
destruir	las	1	1	1.0
las	amistades	1	74	0.013513513513513514
amistades	😔	1	1	1.0
Te	diría	1	15	0.06666666666666667
regresemos	nos	1	3	0.3333333333333333
nos	hechamos	1	25	0.04
hechamos	un	1	1	1.0
un	poker	1	108	0.009259259259259259
con	las	1	81	0.012345679012345678
las	tarjetas	1	74	0.013513513513513514
tarjetas	de	1	1	1.0
de	uno	1	499	0.002004008016032064
nos	quiten	1	25	0.04
quiten	las	1	1	1.0
las	credenciales	1	74	0.013513513513513514
credenciales	xd	1	1	1.0
Se	siente	1	12	0.08333333333333333
siente	feo	1	3	0.3333333333333333
$	Avientas	1	3186	0.00031387319522912746
Avientas	los	1	1	1.0
los	frijolitos	1	93	0.010752688172043012
frijolitos	:(	1	1	1.0
eso	digo	1	54	0.018518518518518517
digo	""""	1	8	0.125
""""	te	1	57	0.017543859649122806
te	diría	1	158	0.006329113924050633
diría	""""	1	6	0.16666666666666666
Nos	perdimos	1	3	0.3333333333333333
perdimos	de	1	1	1.0
de	nuestro	1	499	0.002004008016032064
nuestro	mejor	1	1	1.0
mejor	semestre	1	25	0.04
semestre	pretty	1	6	0.16666666666666666
$	Graducion	1	3186	0.00031387319522912746
Graducion	por	1	1	1.0
por	zoom	1	109	0.009174311926605505
zoom	que	1	1	1.0
se	corta	1	139	0.007194244604316547
corta	cada	1	1	1.0
cada	40	1	11	0.09090909090909091
40	min	1	1	1.0
min	👍	1	5	0.2
bad	ending	1	4	0.25
guess	shit	1	7	0.14285714285714285
shit	happens	1	1	1.0
happens	#	1	1	1.0
el	lado	1	224	0.004464285714285714
lado	bueno	1	4	0.25
que	mínimo	1	696	0.0014367816091954023
mínimo	hablamos	1	1	1.0
hablamos	por	1	2	0.5
por	aquí	1	109	0.009174311926605505
aquí	#	1	12	0.08333333333333333
$	niceeee	1	3186	0.00031387319522912746
niceeee	#	1	1	1.0
sabes	si	1	16	0.0625
si	está	1	72	0.013888888888888888
de	celular	1	499	0.002004008016032064
celular	para	1	2	0.5
para	pc	1	83	0.012048192771084338
pc	?	1	1	1.0
no	trae	1	341	0.002932551319648094
trae	pila	1	2	0.5
pila	rn	1	1	1.0
rn	#	1	2	0.5
$	:(((	1	3186	0.00031387319522912746
:(((	#	1	1	1.0
$	ayyy	1	3186	0.00031387319522912746
ayyy	fuck	1	1	1.0
fuck	creo	1	2	0.5
un	ligero	1	108	0.009259259259259259
ligero	problema	1	1	1.0
tengo	FB	1	45	0.022222222222222223
$	mood	1	3186	0.00031387319522912746
mood	xd	1	1	1.0
puedo	jugar	1	9	0.1111111111111111
jugar	como	1	7	0.14285714285714285
como	invitado	1	93	0.010752688172043012
invitado	con	1	1	1.0
amigos	?	1	7	0.14285714285714285
no	podré	1	341	0.002932551319648094
podré	iniciar	1	1	1.0
iniciar	con	1	2	0.5
con	google	1	81	0.012345679012345678
google	o	1	2	0.5
o	twitter	1	69	0.014492753623188406
twitter	?	1	2	0.5
$	waiteo	1	3186	0.00031387319522912746
waiteo	#	1	1	1.0
nomás	me	1	4	0.25
me	cambié	1	304	0.003289473684210526
cambié	el	1	1	1.0
el	nombre	1	224	0.004464285714285714
nombre	xd	1	4	0.25
ver	,	1	38	0.02631578947368421
,	dejame	1	525	0.0019047619047619048
dejame	intentarlo	1	1	1.0
intentarlo	#	1	1	1.0
guess	i	1	7	0.14285714285714285
i	shall	1	15	0.06666666666666667
shall	#	1	1	1.0
$	done	1	3186	0.00031387319522912746
done	#	1	1	1.0
$	friend	1	3186	0.00031387319522912746
friend	request	1	1	1.0
request	sent	1	2	0.5
sent	#	1	1	1.0
$	wanna	1	3186	0.00031387319522912746
wanna	try	1	1	1.0
try	?	1	3	0.3333333333333333
Me	hablaron	1	31	0.03225806451612903
hablaron	#	1	1	1.0
rato	jugamos	1	18	0.05555555555555555
jugamos	,	1	1	1.0
se	más	1	139	0.007194244604316547
$	Epic	1	3186	0.00031387319522912746
Epic	lifestyle	1	1	1.0
lifestyle	#	1	1	1.0
I	will	1	6	0.16666666666666666
$	Dime	1	3186	0.00031387319522912746
Dime	que	1	1	1.0
tú	no	1	41	0.024390243902439025
no	tomaste	1	341	0.002932551319648094
tomaste	la	1	3	0.3333333333333333
foto	por	1	10	0.1
por	favor	1	109	0.009174311926605505
favor	#	1	1	1.0
Vaya	que	1	6	0.16666666666666666
que	valor	1	696	0.0014367816091954023
no	habría	1	341	0.002932551319648094
habría	dormido	1	2	0.5
dormido	👍	1	3	0.3333333333333333
XD	o	1	25	0.04
o	bajó	1	69	0.014492753623188406
bajó	y	1	3	0.3333333333333333
y	volvió	1	191	0.005235602094240838
volvió	o	1	1	1.0
o	subir	1	69	0.014492753623188406
subir	#	1	2	0.5
la	práctica	1	284	0.0035211267605633804
práctica	son	1	1	1.0
son	peores	1	23	0.043478260869565216
peores	#	1	2	0.5
Pero	imponen	1	35	0.02857142857142857
imponen	más	1	1	1.0
más	las	1	72	0.013888888888888888
arañas	xd	1	2	0.5
Cuentaaa	xd	1	2	0.5
$	Uno	1	3186	0.00031387319522912746
Uno	solo	1	1	1.0
solo	puede	1	28	0.03571428571428571
ser	valiente	1	24	0.041666666666666664
valiente	cuando	1	1	1.0
tiene	miedo	1	14	0.07142857142857142
miedo	😌	1	10	0.1
😌	👌	1	1	1.0
$	Tan	1	3186	0.00031387319522912746
Tan	solo	1	1	1.0
solo	imaginarlo	1	28	0.03571428571428571
imaginarlo	me	1	2	0.5
da	una	1	26	0.038461538461538464
una	sensación	1	84	0.011904761904761904
sensación	rara	1	1	1.0
rara	xd	1	3	0.3333333333333333
i	can	1	15	0.06666666666666667
hoy	tuve	1	28	0.03571428571428571
una	interacción	1	84	0.011904761904761904
interacción	peculiar	1	1	1.0
peculiar	con	1	5	0.2
araña	de	1	3	0.3333333333333333
$	metí	1	3186	0.00031387319522912746
metí	ropa	1	2	0.5
ropa	a	1	5	0.2
a	lavar	1	359	0.002785515320334262
lavar	#	1	1	1.0
de	meterla	1	499	0.002004008016032064
meterla	me	1	1	1.0
me	percaté	1	304	0.003289473684210526
percaté	de	1	1	1.0
había	dentro	1	12	0.08333333333333333
dentro	una	1	4	0.25
araña	significantemente	1	3	0.3333333333333333
significantemente	más	1	1	1.0
lo	usual	1	146	0.00684931506849315
usual	,	1	1	1.0
,	además	1	525	0.0019047619047619048
una	poca	1	84	0.011904761904761904
poca	de	1	1	1.0
ropa	aún	1	5	0.2
aún	dentro	1	7	0.14285714285714285
dentro	xd	1	4	0.25
entonces	lo	1	20	0.05
que	hice	1	696	0.0014367816091954023
hice	fue	1	5	0.2
fue	sacar	1	24	0.041666666666666664
sacar	la	1	5	0.2
ropa	extremando	1	5	0.2
extremando	precauciones	1	1	1.0
precauciones	,	1	1	1.0
vez	fuera	1	19	0.05263157894736842
fuera	la	1	12	0.08333333333333333
ropa	empecé	1	5	0.2
a	llenar	1	359	0.002785515320334262
llenar	de	1	2	0.5
agua	la	1	6	0.16666666666666666
la	lavadora	1	284	0.0035211267605633804
lavadora	con	1	1	1.0
la	esperanza	1	284	0.0035211267605633804
esperanza	de	1	1	1.0
así	muriera	1	40	0.025
muriera	la	1	1	1.0
la	araña	1	284	0.0035211267605633804
araña	y	1	3	0.3333333333333333
la	#	1	284	0.0035211267605633804
$	pudiera	1	3186	0.00031387319522912746
pudiera	sacar	1	2	0.5
pero	entonces	1	126	0.007936507936507936
entonces	descubrí	1	20	0.05
descubrí	que	1	2	0.5
arañas	pueden	1	2	0.5
pueden	aguantar	1	2	0.5
aguantar	un	1	1	1.0
agua	,	1	6	0.16666666666666666
la	pesqué	1	284	0.0035211267605633804
pesqué	y	1	1	1.0
la	saqué	1	284	0.0035211267605633804
saqué	con	1	1	1.0
una	tapa	1	84	0.011904761904761904
tapa	de	1	1	1.0
de	contenedor	1	499	0.002004008016032064
contenedor	de	1	1	1.0
de	detergente	1	499	0.002004008016032064
detergente	xd	1	1	1.0
la	liberé	1	284	0.0035211267605633804
liberé	👍	1	1	1.0
de	intentar	1	499	0.002004008016032064
intentar	aplastarla	1	1	1.0
aplastarla	con	1	1	1.0
con	agua/	1	81	0.012345679012345678
agua/	ahogarla	1	1	1.0
ahogarla	#	1	1	1.0
soy	bastante	1	19	0.05263157894736842
bastante	altruista	1	47	0.02127659574468085
altruista	#	1	1	1.0
Pues	es	1	5	0.2
no	tienen	1	341	0.002932551319648094
tienen	malas	1	4	0.25
malas	intenciones	1	3	0.3333333333333333
intenciones	,	1	1	1.0
nos	hacen	1	25	0.04
hacen	nada	1	6	0.16666666666666666
A	menos	1	23	0.043478260869565216
se	vea	1	139	0.007194244604316547
vea	muy	1	2	0.5
muy	extraña	1	65	0.015384615384615385
las	mato	1	74	0.013513513513513514
mato	#	1	1	1.0
$	Ando	1	3186	0.00031387319522912746
Ando	viendo	1	1	1.0
viendo	una	1	3	0.3333333333333333
película	😔	1	3	0.3333333333333333
hora	mañana	1	11	0.09090909090909091
el	mensaual	1	224	0.004464285714285714
mensaual	?	1	1	1.0
pues	se	1	33	0.030303030303030304
se	lo	1	139	0.007194244604316547
lo	mandé	1	146	0.00684931506849315
profesora	encargada	1	8	0.125
encargada	,	1	1	1.0
más	:	1	72	0.013888888888888888
:	\	1	5	0.2
\	#	1	1	1.0
$	supuestamente	1	3186	0.00031387319522912746
supuestamente	la	1	5	0.2
profesora	me	1	8	0.125
a	indicar	1	359	0.002785515320334262
indicar	que	1	1	1.0
onda	,	1	25	0.04
no	u	1	341	0.002932551319648094
?	solo	1	611	0.0016366612111292963
una	#	1	84	0.011904761904761904
que	clase	1	696	0.0014367816091954023
clase	es	1	16	0.0625
$	o.0	1	3186	0.00031387319522912746
o.0	#	1	1	1.0
...	eso	1	11	0.09090909090909091
se	vive	1	139	0.007194244604316547
vive	#	1	1	1.0
yap	,	1	2	0.5
de	hacho	1	499	0.002004008016032064
hacho	ya	1	1	1.0
debería	comer	1	9	0.1111111111111111
comer	xd	1	9	0.1111111111111111
la	costumbre	1	284	0.0035211267605633804
costumbre	de	1	3	0.3333333333333333
comer	muy	1	9	0.1111111111111111
temprano	jaja	1	7	0.14285714285714285
Saca	un	1	2	0.5
un	parchís	1	108	0.009259259259259259
parchís	xd	1	2	0.5
vamos	 	1	9	0.1111111111111111
a	apostar	1	359	0.002785515320334262
apostar	o	1	1	1.0
$	😳	1	3186	0.00031387319522912746
$	nvrmnd	1	3186	0.00031387319522912746
nvrmnd	#	1	1	1.0
$	i'm	1	3186	0.00031387319522912746
i'm	#	1	1	1.0
$	dumb	1	3186	0.00031387319522912746
tan	malo	1	15	0.06666666666666667
malo	soy	1	4	0.25
soy	?	1	19	0.05263157894736842
tenía	bien	1	6	0.16666666666666666
claro	el	1	4	0.25
el	objetivo	1	224	0.004464285714285714
objetivo	,	1	1	1.0
,	pensaba	1	525	0.0019047619047619048
pensaba	que	1	3	0.3333333333333333
era	ponerlas	1	24	0.041666666666666664
ponerlas	en	1	1	1.0
la	linea	1	284	0.0035211267605633804
linea	final	1	6	0.16666666666666666
no	al	1	341	0.002932551319648094
centro	#	1	2	0.5
soy	dumb	1	19	0.05263157894736842
dale	#	1	2	0.5
dos	pasajes	1	26	0.038461538461538464
pasajes	y	1	1	1.0
de	tacos	1	499	0.002004008016032064
tacos	👍	1	3	0.3333333333333333
$	invita	1	3186	0.00031387319522912746
invita	#	1	1	1.0
$	eeezzzz	1	3186	0.00031387319522912746
eeezzzz	#	1	1	1.0
buen	juego	1	10	0.1
$	pensé	1	3186	0.00031387319522912746
perder	xd	1	4	0.25
los	aceptaría	1	93	0.010752688172043012
aceptaría	gustoso	1	1	1.0
gustoso	una	1	1	1.0
no	haya	1	341	0.002932551319648094
haya	corbit	1	3	0.3333333333333333
corbit	#	1	1	1.0
dejan	salir	1	2	0.5
salir	xd	1	3	0.3333333333333333
ya	estásss	1	126	0.007936507936507936
estásss	#	1	1	1.0
día	hoy	1	23	0.043478260869565216
ya	comiste	1	126	0.007936507936507936
le	estás	1	32	0.03125
estás	poniendo	1	34	0.029411764705882353
poniendo	?	1	2	0.5
de	qué	1	499	0.002004008016032064
qué	tipo	1	37	0.02702702702702703
tipo	?	1	3	0.3333333333333333
$	etílico	1	3186	0.00031387319522912746
etílico	?	1	1	1.0
hay	#	1	30	0.03333333333333333
de	otro	1	499	0.002004008016032064
otro	#	1	5	0.2
bastante	relajado	1	47	0.02127659574468085
relajado	igual	1	2	0.5
tuyo	,	1	5	0.2
suerte	solo	1	11	0.09090909090909091
clase	,	1	16	0.0625
,	aunque	1	525	0.0019047619047619048
aunque	fue	1	11	0.09090909090909091
fue	de	1	24	0.041666666666666664
de	dos	1	499	0.002004008016032064
horas	:/	1	8	0.125
$	prost	1	3186	0.00031387319522912746
prost	#	1	1	1.0
de	consagrar	1	499	0.002004008016032064
consagrar	#	1	1	1.0
$	salud	1	3186	0.00031387319522912746
salud	👍	1	2	0.5
🏻	xdf	1	105	0.009523809523809525
xdf	#	1	1	1.0
dice	en	1	9	0.1111111111111111
en	alemán	1	240	0.004166666666666667
que	bonita	1	696	0.0014367816091954023
bonita	foto	1	5	0.2
de	períl	1	499	0.002004008016032064
períl	#	1	1	1.0
Debe	doler	1	2	0.5
doler	mucho	1	1	1.0
Pero	se	1	35	0.02857142857142857
ven	cool	1	5	0.2
Te	queda	1	15	0.06666666666666667
queda	el	1	7	0.14285714285714285
la	nariz	1	284	0.0035211267605633804
nariz	ngl	1	1	1.0
queda	#	1	7	0.14285714285714285
$	Jajajja	1	3186	0.00031387319522912746
Jajajja	#	1	1	1.0
Te	harías	1	15	0.06666666666666667
harías	uno	1	1	1.0
uno	tú	1	22	0.045454545454545456
Debe	ser	1	2	0.5
ser	horrible	1	24	0.041666666666666664
Tienes	perfo	1	6	0.16666666666666666
perfo	en	1	1	1.0
la	lengua	1	284	0.0035211267605633804
lengua	?	1	1	1.0
$	Imagínate	1	3186	0.00031387319522912746
Imagínate	no	1	1	1.0
no	poder	1	341	0.002932551319648094
poder	hablar	1	4	0.25
hablar	por	1	3	0.3333333333333333
un	piercing	1	108	0.009259259259259259
piercing	xd	1	3	0.3333333333333333
$	Man	1	3186	0.00031387319522912746
Man	oh	1	1	1.0
oh	man	1	3	0.3333333333333333
man	hay	1	2	0.5
hay	peores	1	30	0.03333333333333333
peores	lugares	1	2	0.5
lugares	para	1	3	0.3333333333333333
para	hacerse	1	83	0.012048192771084338
hacerse	piercings	1	1	1.0
piercings	#	1	1	1.0
$	Gente	1	3186	0.00031387319522912746
Gente	a	1	1	1.0
gusta	sufrir	1	23	0.043478260869565216
sufrir	xd	1	1	1.0
$	kinda	1	3186	0.00031387319522912746
kinda	busy	1	2	0.5
busy	rn	1	1	1.0
rn	:(	1	2	0.5
buenas	#	1	8	0.125
$	And	1	3186	0.00031387319522912746
And	yet	1	2	0.5
yet	im	1	2	0.5
im	about	1	3	0.3333333333333333
about	to	1	5	0.2
to	take	1	8	0.125
take	a	1	2	0.5
a	shower	1	359	0.002785515320334262
shower	#	1	1	1.0
$	Deséame	1	3186	0.00031387319522912746
Deséame	suerte	1	1	1.0
suerte	xd	1	11	0.09090909090909091
Se	logró	1	12	0.08333333333333333
logró	,	1	2	0.5
,	sigo	1	525	0.0019047619047619048
sigo	vivo	1	3	0.3333333333333333
vivo	👍	1	2	0.5
$	analizar	1	3186	0.00031387319522912746
analizar	sangre	1	1	1.0
sangre	?	1	3	0.3333333333333333
$	decente	1	3186	0.00031387319522912746
decente	i	1	1	1.0
afortunadamente	#	1	3	0.3333333333333333
tenido	la	1	2	0.5
la	duda	1	284	0.0035211267605633804
duda	de	1	2	0.5
que	características	1	696	0.0014367816091954023
características	determinan	1	2	0.5
determinan	el	1	1	1.0
el	tipo	1	224	0.004464285714285714
de	sangre	1	499	0.002004008016032064
sangre	pero	1	3	0.3333333333333333
pero	nunca	1	126	0.007936507936507936
he	investigado	1	47	0.02127659574468085
investigado	#	1	1	1.0
una	practica	1	84	0.011904761904761904
practica	que	1	1	1.0
como	examen	1	93	0.010752688172043012
examen	hoy	1	9	0.1111111111111111
hoy	con	1	28	0.03571428571428571
con	Yaros	1	81	0.012345679012345678
Yaros	#	1	2	0.5
$	desde	1	3186	0.00031387319522912746
pasada	#	1	4	0.25
$	interesting	1	3186	0.00031387319522912746
interesting	#	1	1	1.0
$	Diseño	1	3186	0.00031387319522912746
Diseño	Mecánico	1	1	1.0
Mecánico	Asistido	1	1	1.0
Asistido	por	1	1	1.0
por	Computadora	1	109	0.009174311926605505
Computadora	#	1	1	1.0
ta	cool	1	3	0.3333333333333333
cool	xd	1	41	0.024390243902439025
jijo	ya	1	3	0.3333333333333333
ya	toca	1	126	0.007936507936507936
pasó	?	1	10	0.1
bad	xd	1	4	0.25
$	convinient	1	3186	0.00031387319522912746
convinient	-.-	1	1	1.0
-.-	#	1	1	1.0
cuando	está	1	47	0.02127659574468085
buena	la	1	18	0.05555555555555555
clase	sí	1	16	0.0625
soy	ese	1	19	0.05263157894736842
ese	dude	1	20	0.05
dude	#	1	3	0.3333333333333333
pero	solo	1	126	0.007936507936507936
tengo	dos	1	45	0.022222222222222223
dos	clases	1	26	0.038461538461538464
clases	buenas	1	9	0.1111111111111111
buenas	xd	1	8	0.125
$	maldito	1	3186	0.00031387319522912746
maldito	semestre	1	1	1.0
semestre	en	1	6	0.16666666666666666
el	vato	1	224	0.004464285714285714
vato	que	1	1	1.0
""""	profesora	1	57	0.017543859649122806
profesora	""""	1	8	0.125
en	vez	1	240	0.004166666666666667
vez	de	1	19	0.05263157894736842
de	miss	1	499	0.002004008016032064
miss	o	1	1	1.0
o	maestra	1	69	0.014492753623188406
$	women	1	3186	0.00031387319522912746
women	of	1	1	1.0
of	culture	1	3	0.3333333333333333
culture	#	1	1	1.0
ya	casi	1	126	0.007936507936507936
casi	nadie	1	12	0.08333333333333333
nadie	entra	1	3	0.3333333333333333
entra	xd	1	2	0.5
es	pura	1	166	0.006024096385542169
pura	algebra	1	5	0.2
algebra	#	1	1	1.0
me	toca	1	304	0.003289473684210526
toca	mañana	1	8	0.125
,	igual	1	525	0.0019047619047619048
siendo	la	1	2	0.5
la	unica	1	284	0.0035211267605633804
unica	en	1	1	1.0
en	entrar	1	240	0.004166666666666667
entrar	si	1	7	0.14285714285714285
si	es	1	72	0.013888888888888888
que	entras	1	696	0.0014367816091954023
entras	XD	1	1	1.0
Si	no	1	14	0.07142857142857142
se	mete	1	139	0.007194244604316547
mete	nadie	1	1	1.0
nadie	te	1	3	0.3333333333333333
a	asistir	1	359	0.002785515320334262
asistir	xd	1	1	1.0
$	2	1	3186	0.00031387319522912746
2	a	1	7	0.14285714285714285
a	3	1	359	0.002785515320334262
Sucede	,	1	3	0.3333333333333333
$	Let's	1	3186	0.00031387319522912746
Let's	see	1	1	1.0
Ya	tu	1	30	0.03333333333333333
tu	chabe	1	77	0.012987012987012988
chabe	#	1	1	1.0
$	Nooooooo	1	3186	0.00031387319522912746
Nooooooo	#	1	1	1.0
$	Ordenando	1	3186	0.00031387319522912746
Ordenando	mi	1	1	1.0
cuarto	xd	1	3	0.3333333333333333
$	Toca	1	3186	0.00031387319522912746
Toca	la	1	1	1.0
la	limpieza	1	284	0.0035211267605633804
limpieza	#	1	1	1.0
imagino	,	1	16	0.0625
yo	muevo	1	86	0.011627906976744186
muevo	muebles	1	1	1.0
muebles	y	1	1	1.0
la	madrugada	1	284	0.0035211267605633804
madrugada	me	1	1	1.0
me	pegan	1	304	0.003289473684210526
pegan	#	1	1	1.0
$	past	1	3186	0.00031387319522912746
past	my	1	1	1.0
my	bedtime	1	6	0.16666666666666666
bedtime	#	1	1	1.0
examen	xd	1	9	0.1111111111111111
flojera	,	1	6	0.16666666666666666
,	este	1	525	0.0019047619047619048
este	parcial	1	7	0.14285714285714285
he	puesto	1	47	0.02127659574468085
puesto	nada	1	1	1.0
de	atención	1	499	0.002004008016032064
$	Programación	1	3186	0.00031387319522912746
Programación	#	1	1	1.0
pero	mañana	1	126	0.007936507936507936
mañana	tambien	1	11	0.09090909090909091
tambien	tengo	1	4	0.25
tengo	examen	1	45	0.022222222222222223
da	la	1	26	0.038461538461538464
la	materia	1	284	0.0035211267605633804
$	Atilano	1	3186	0.00031387319522912746
Atilano	#	1	1	1.0
que	da	1	696	0.0014367816091954023
da	en	1	26	0.038461538461538464
en	maquinas	1	240	0.004166666666666667
maquinas	#	1	1	1.0
$	perdon	1	3186	0.00031387319522912746
perdon	por	1	1	1.0
por	tardar	1	109	0.009174311926605505
tardar	en	1	1	1.0
en	responder	1	240	0.004166666666666667
responder	#	1	2	0.5
ya	terminé	1	126	0.007936507936507936
terminé	#	1	4	0.25
cuando	estaban	1	47	0.02127659574468085
estaban	saliendo	1	1	1.0
saliendo	era	1	5	0.2
era	super	1	24	0.041666666666666664
super	fan	1	4	0.25
fan	,	1	3	0.3333333333333333
me	bajó	1	304	0.003289473684210526
el	hype	1	224	0.004464285714285714
las	ultimas	1	74	0.013513513513513514
ultimas	son	1	1	1.0
muy	malas	1	65	0.015384615384615385
malas	xd	1	3	0.3333333333333333
$	le;i	1	3186	0.00031387319522912746
le;i	los	1	1	1.0
los	primeros	1	93	0.010752688172043012
primeros	4	1	2	0.5
de	pequeño	1	499	0.002004008016032064
pequeño	#	1	1	1.0
se	muere	1	139	0.007194244604316547
muere	tho	1	1	1.0
ese	actor	1	20	0.05
actor	me	1	2	0.5
me	cae	1	304	0.003289473684210526
cae	muy	1	3	0.3333333333333333
bien	jaja	1	62	0.016129032258064516
chill	xd	1	7	0.14285714285714285
viste	lighthouse	1	5	0.2
lighthouse	?	1	1	1.0
o	menosss	1	69	0.014492753623188406
menosss	#	1	1	1.0
Muy	buena	1	6	0.16666666666666666
buena	,	1	18	0.05555555555555555
muy	buen	1	65	0.015384615384615385
buen	actor	1	10	0.1
actor	también	1	2	0.5
muy	capaz	1	65	0.015384615384615385
capaz	#	1	1	1.0
que	quiero	1	696	0.0014367816091954023
quiero	ver	1	8	0.125
ver	pero	1	38	0.02631578947368421
me	acaba	1	304	0.003289473684210526
acaba	el	1	1	1.0
día	muy	1	23	0.043478260869565216
muy	rápido	1	65	0.015384615384615385
rápido	:(	1	3	0.3333333333333333
pon	fecha	1	3	0.3333333333333333
toca	dormir	1	8	0.125
gn	then	1	4	0.25
then	:)	1	1	1.0
in	#	1	4	0.25
,	éxito	1	525	0.0019047619047619048
éxito	#	1	1	1.0
good	luck	1	11	0.09090909090909091
luck	#	1	1	1.0
bastante	basado	1	47	0.02127659574468085
basado	de	1	3	0.3333333333333333
que	soñaste	1	696	0.0014367816091954023
soñaste	tho	1	3	0.3333333333333333
cuál	ha	1	4	0.25
sido	tu	1	7	0.14285714285714285
tu	sueño	1	77	0.012987012987012988
sueño	más	1	14	0.07142857142857142
más	extraño	1	72	0.013888888888888888
extraño	?	1	6	0.16666666666666666
$	confirmo	1	3186	0.00031387319522912746
confirmo	#	1	1	1.0
$	viendome	1	3186	0.00031387319522912746
viendome	en	1	1	1.0
en	tercera	1	240	0.004166666666666667
tercera	persona	1	1	1.0
persona	haciendo	1	5	0.2
haciendo	cosas	1	8	0.125
cosas	extrañas	1	24	0.041666666666666664
extrañas	#	1	2	0.5
$	could	1	3186	0.00031387319522912746
could	#	1	1	1.0
be	worst	1	7	0.14285714285714285
worst	#	1	1	1.0
como	un	1	93	0.010752688172043012
un	pulpo	1	108	0.009259259259259259
pulpo	#	1	1	1.0
$	golpeandome	1	3186	0.00031387319522912746
golpeandome	la	1	1	1.0
la	cabeza	1	284	0.0035211267605633804
por	accidente	1	109	0.009174311926605505
accidente	xd	1	2	0.5
tambien	bañandome	1	4	0.25
bañandome	#	1	2	0.5
así	cosas	1	40	0.025
cosas	random	1	24	0.041666666666666664
random	#	1	1	1.0
me	asustaría	1	304	0.003289473684210526
asustaría	xd	1	1	1.0
me	ganas	1	304	0.003289473684210526
$	otro	1	3186	0.00031387319522912746
otro	sueño	1	5	0.2
$	casual	1	3186	0.00031387319522912746
sabes	quien	1	16	0.0625
quien	era	1	13	0.07692307692307693
el	niño	1	224	0.004464285714285714
niño	?	1	3	0.3333333333333333
$	alguna	1	3186	0.00031387319522912746
alguna	vez	1	2	0.5
vez	escuché	1	19	0.05263157894736842
escuché	que	1	2	0.5
se	sueñan	1	139	0.007194244604316547
sueñan	los	1	1	1.0
los	rostros	1	93	0.010752688172043012
rostros	,	1	1	1.0
simplemente	al	1	3	0.3333333333333333
al	despertar	1	49	0.02040816326530612
despertar	asociamos	1	5	0.2
asociamos	a	1	1	1.0
quien	sea	1	13	0.07692307692307693
sea	que	1	9	0.1111111111111111
que	señamos	1	696	0.0014367816091954023
señamos	con	1	1	1.0
de	alguien	1	499	0.002004008016032064
alguien	#	1	5	0.2
no	realmente	1	341	0.002932551319648094
realmente	xd	1	22	0.045454545454545456
escuchado	de	1	3	0.3333333333333333
que	significa	1	696	0.0014367816091954023
significa	soñar	1	1	1.0
te	quedas	1	158	0.006329113924050633
quedas	chimuelo	1	1	1.0
chimuelo	xd	1	1	1.0
preguntar	cual	1	2	0.5
el	significado	1	224	0.004464285714285714
significado	del	1	1	1.0
del	primer	1	35	0.02857142857142857
primer	sueño	1	7	0.14285714285714285
que	mencionaste	1	696	0.0014367816091954023
mencionaste	xd	1	1	1.0
supuestamente	vas	1	5	0.2
a	morir	1	359	0.002785515320334262
morir	o	1	2	0.5
o	alguien	1	69	0.014492753623188406
alguien	cercano	1	5	0.2
cercano	a	1	1	1.0
ti	morirá	1	14	0.07142857142857142
morirá	#	1	1	1.0
soñado	,	1	2	0.5
pero	conozco	1	126	0.007936507936507936
conozco	varias	1	3	0.3333333333333333
varias	personas	1	5	0.2
que	s;i	1	696	0.0014367816091954023
s;i	,	1	1	1.0
es	recurrente	1	166	0.006024096385542169
recurrente	#	1	1	1.0
$	lit	1	3186	0.00031387319522912746
lit	yo	1	1	1.0
yo	😢	1	86	0.011627906976744186
😢	#	1	1	1.0
soñado	que	1	2	0.5
me	disparan	1	304	0.003289473684210526
disparan	,	1	1	1.0
me	apuñalan	1	304	0.003289473684210526
apuñalan	y	1	1	1.0
me	ataca	1	304	0.003289473684210526
ataca	un	1	1	1.0
un	oso	1	108	0.009259259259259259
oso	xd	1	2	0.5
$	Luckly	1	3186	0.00031387319522912746
Luckly	#	1	1	1.0
Es	frustrante	1	24	0.041666666666666664
frustrante	,	1	2	0.5
peor	fue	1	7	0.14285714285714285
el	oso	1	224	0.004464285714285714
oso	,	1	2	0.5
,	neta	1	525	0.0019047619047619048
neta	que	1	2	0.5
siente	bien	1	3	0.3333333333333333
bien	extraño	1	62	0.016129032258064516
extraño	soñar	1	6	0.16666666666666666
te	muerden	1	158	0.006329113924050633
muerden	xd	1	1	1.0
sí	sueñas	1	78	0.01282051282051282
sueñas	que	1	3	0.3333333333333333
