Term 1	Term 2	Frequency of Bigram	Frequency of context	Conditional Probability of Bigram
contesta	we	1	5	0.2
creo	q	1	15	0.06666666666666667
q	#	1	17	0.058823529411764705
,	not	1	76	0.013157894736842105
not	yet	1	1	1.0
yet	#	1	1	1.0
ando	investigando	1	12	0.08333333333333333
investigando	de	1	1	1.0
de	MERN	1	157	0.006369426751592357
MERN	para	1	1	1.0
quede	fino	1	3	0.3333333333333333
$	presentamos	1	1206	0.0008291873963515755
presentamos	mañana	1	1	1.0
a	menos	1	119	0.008403361344537815
menos	que	1	2	0.5
que	salga	1	211	0.004739336492890996
salga	con	1	2	0.5
con	tt	1	47	0.02127659574468085
tt	o	1	1	1.0
o	una	1	26	0.038461538461538464
una	chingadera	1	19	0.05263157894736842
chingadera	así	1	1	1.0
de	despertarme	1	157	0.006369426751592357
despertarme	#	1	1	1.0
we	chinga	1	108	0.009259259259259259
chinga	a	1	1	1.0
a	tú	1	119	0.008403361344537815
tú	madre	1	7	0.14285714285714285
madre	#	1	1	1.0
se	ni	1	43	0.023255813953488372
ni	cómo	1	13	0.07692307692307693
cómo	me	1	4	0.25
me	regresé	1	61	0.01639344262295082
regresé	en	1	1	1.0
la	bicla	1	108	0.009259259259259259
bicla	#	1	1	1.0
andaba	en	1	2	0.5
en	piloto	1	76	0.013157894736842105
piloto	automático	1	1	1.0
automático	#	1	1	1.0
$	seguía	1	1206	0.0008291873963515755
seguía	métodos	1	1	1.0
métodos	#	1	4	0.25
pero	nos	1	44	0.022727272727272728
nos	mandaron	1	17	0.058823529411764705
mandaron	al	1	2	0.5
al	auditorio	1	39	0.02564102564102564
auditorio	#	1	1	1.0
y	tomé	1	65	0.015384615384615385
tomé	la	1	1	1.0
la	decisión	1	108	0.009259259259259259
decisión	de	1	1	1.0
de	largarme	1	157	0.006369426751592357
largarme	alv	1	1	1.0
$	arquitectura	1	1206	0.0008291873963515755
arquitectura	no	1	1	1.0
que	falte	1	211	0.004739336492890996
falte	#	1	1	1.0
y	parece	1	65	0.015384615384615385
que	redes	1	211	0.004739336492890996
redes	se	1	3	0.3333333333333333
se	canceló	1	43	0.023255813953488372
canceló	#	1	1	1.0
soy	un	1	4	0.25
un	suertudo	1	20	0.05
suertudo	#	1	1	1.0
no	pase	1	161	0.006211180124223602
pase	we	1	2	0.5
gus	al	1	2	0.5
rato	xd	1	10	0.1
$	sin	1	1206	0.0008291873963515755
sin	la	1	8	0.125
la	key	1	108	0.009259259259259259
key	verdad	1	1	1.0
$	vale	1	1206	0.0008291873963515755
vale	#	1	1	1.0
$	vavava	1	1206	0.0008291873963515755
vavava	#	1	1	1.0
rato	checo	1	10	0.1
checo	la	1	3	0.3333333333333333
la	estructura	1	108	0.009259259259259259
estructura	de	1	1	1.0
de	carpetas	1	157	0.006369426751592357
carpetas	#	1	1	1.0
pq	entonces	1	15	0.06666666666666667
entonces	ya	1	11	0.09090909090909091
ya	trae	1	73	0.0136986301369863
trae	tantito	1	3	0.3333333333333333
tantito	back	1	2	0.5
back	,	1	6	0.16666666666666666
ahí	me	1	11	0.09090909090909091
me	avisas	1	61	0.01639344262295082
avisas	si	1	2	0.5
está	bueno	1	21	0.047619047619047616
en	alemán	1	76	0.013157894736842105
alemán	#	1	1	1.0
tengo	examen	1	4	0.25
examen	mañana	1	1	1.0
mañana	💀	1	14	0.07142857142857142
$	argentina	1	1206	0.0008291873963515755
argentina	equipo	1	1	1.0
equipo	diminuto	1	3	0.3333333333333333
diminuto	#	1	1	1.0
$	fuiste	1	1206	0.0008291873963515755
fuiste	ayer	1	5	0.2
ayer	a	1	2	0.5
la	peda	1	108	0.009259259259259259
peda	?	1	1	1.0
$	aspecto	1	1206	0.0008291873963515755
aspecto	de	1	1	1.0
de	mercadotecnia	1	157	0.006369426751592357
mercadotecnia	es	1	1	1.0
$	hold	1	1206	0.0008291873963515755
hold	up	1	1	1.0
up	#	1	1	1.0
ahuevo	solo	1	5	0.2
solo	es	1	16	0.0625
el	poster	1	127	0.007874015748031496
poster	,	1	1	1.0
,	triptico	1	76	0.013157894736842105
triptico	y	1	1	1.0
el	contrato	1	127	0.007874015748031496
contrato	#	1	1	1.0
y	ahorita	1	65	0.015384615384615385
ahorita	veo	1	15	0.06666666666666667
qp	con	1	12	0.08333333333333333
con	juntar	1	47	0.02127659574468085
juntar	el	1	1	1.0
back	con	1	6	0.16666666666666666
con	paco	1	47	0.02127659574468085
$	tus	1	1206	0.0008291873963515755
tus	putos	1	2	0.5
putos	primos	1	1	1.0
primos	#	1	1	1.0
no	trabajan	1	161	0.006211180124223602
trabajan	#	1	1	1.0
dile	a	1	2	0.5
a	Ledesma	1	119	0.008403361344537815
Ledesma	que	1	3	0.3333333333333333
que	haga	1	211	0.004739336492890996
haga	#	1	1	1.0
$	estos	1	1206	0.0008291873963515755
estos	3	1	1	1.0
video	no	1	2	0.5
sé	we	1	4	0.25
yo	estaba	1	29	0.034482758620689655
estaba	pensando	1	5	0.2
pensando	en	1	1	1.0
en	presentarle	1	76	0.013157894736842105
presentarle	solo	1	1	1.0
solo	la	1	16	0.0625
primera	mitad	1	2	0.5
mitad	#	1	1	1.0
pq	aunque	1	15	0.06666666666666667
aunque	quedara	1	2	0.5
quedara	el	1	1	1.0
el	prototipo	1	127	0.007874015748031496
prototipo	al	1	1	1.0
al	80	1	39	0.02564102564102564
80	no	1	1	1.0
no	podemos	1	161	0.006211180124223602
podemos	ponerlo	1	1	1.0
ponerlo	en	1	1	1.0
el	vid	1	127	0.007874015748031496
vid	final	1	1	1.0
final	si	1	3	0.3333333333333333
si	faltan	1	64	0.015625
faltan	funcionalidades	1	4	0.25
funcionalidades	#	1	1	1.0
esq	lo	1	6	0.16666666666666666
falta	del	1	14	0.07142857142857142
mismo	q	1	5	0.2
q	falta	1	17	0.058823529411764705
de	back	1	157	0.006369426751592357
back	we	1	6	0.16666666666666666
nomás	conectar	1	8	0.125
conectar	#	1	2	0.5
$	andamos	1	1206	0.0008291873963515755
andamos	#	1	1	1.0
te	salían	1	74	0.013513513513513514
salían	varios	1	1	1.0
y	varios	1	65	0.015384615384615385
varios	errores	1	3	0.3333333333333333
errores	en	1	2	0.5
proyecto	verdad	1	3	0.3333333333333333
osea	si	1	2	0.5
si	muestra	1	64	0.015625
muestra	el	1	2	0.5
el	front	1	127	0.007874015748031496
front	#	1	5	0.2
pero	en	1	44	0.022727272727272728
la	consola	1	108	0.009259259259259259
consola	varios	1	2	0.5
y	errores	1	65	0.015384615384615385
errores	#	1	2	0.5
pero	jala	1	44	0.022727272727272728
jala	bien	1	2	0.5
smn	?	1	10	0.1
$	dice	1	1206	0.0008291873963515755
dice	el	1	4	0.25
paco	que	1	7	0.14285714285714285
que	aguantes	1	211	0.004739336492890996
aguantes	#	1	1	1.0
anda	chambiando	1	3	0.3333333333333333
chambiando	#	1	1	1.0
cuando	quieras	1	8	0.125
quieras	we	1	1	1.0
$	legal	1	1206	0.0008291873963515755
legal	#	1	1	1.0
dijo	""""	1	9	0.1111111111111111
""""	son	1	6	0.16666666666666666
son	equipos	1	4	0.25
equipos	de	1	3	0.3333333333333333
de	5	1	157	0.006369426751592357
5	,	1	1	1.0
,	mínimo	1	76	0.013157894736842105
mínimo	3	1	1	1.0
3	tienen	1	6	0.16666666666666666
tienen	que	1	2	0.5
que	estar	1	211	0.004739336492890996
estar	""""	1	7	0.14285714285714285
verdad	también	1	10	0.1
también	me	1	8	0.125
culo	que	1	3	0.3333333333333333
nos	quiera	1	17	0.058823529411764705
quiera	joder	1	2	0.5
joder	la	1	2	0.5
la	calificación	1	108	0.009259259259259259
calificación	por	1	1	1.0
por	no	1	22	0.045454545454545456
no	estar	1	161	0.006211180124223602
estar	we	1	7	0.14285714285714285
onde	estás	1	2	0.5
estás	?	1	10	0.1
me	largo	1	61	0.01639344262295082
largo	entonces	1	1	1.0
la	llamada	1	108	0.009259259259259259
llamada	lo	1	3	0.3333333333333333
lo	vez	1	74	0.013513513513513514
$	ves	1	1206	0.0008291873963515755
ves	#	1	4	0.25
ya	en	1	73	0.0136986301369863
en	casa	1	76	0.013157894736842105
casa	papirrín	1	2	0.5
papirrín	?	1	1	1.0
$	tenemos	1	1206	0.0008291873963515755
tenemos	que	1	3	0.3333333333333333
entregar	el	1	2	0.5
video	mañana	1	2	0.5
mañana	temprano	1	14	0.07142857142857142
temprano	we	1	3	0.3333333333333333
ya	completo	1	73	0.0136986301369863
quieres	lo	1	6	0.16666666666666666
lo	grabamos	1	74	0.013513513513513514
grabamos	sin	1	1	1.0
sin	ti	1	8	0.125
me	hago	1	61	0.01639344262295082
hago	responsable	1	5	0.2
responsable	por	1	2	0.5
que	diga	1	211	0.004739336492890996
diga	la	1	1	1.0
la	profesora	1	108	0.009259259259259259
profesora	tho	1	1	1.0
tho	#	1	1	1.0
$	obvio	1	1206	0.0008291873963515755
obvio	que	1	2	0.5
que	chambeaste	1	211	0.004739336492890996
chambeaste	#	1	1	1.0
$	hace	1	1206	0.0008291873963515755
falta	terminar	1	14	0.07142857142857142
terminar	unas	1	1	1.0
unas	cosas	1	1	1.0
cosas	de	1	6	0.16666666666666666
app	#	1	2	0.5
se	supone	1	43	0.023255813953488372
supone	que	1	1	1.0
no	deberían	1	161	0.006211180124223602
deberían	tocarme	1	2	0.5
tocarme	pero	1	1	1.0
ya	ves	1	73	0.0136986301369863
ves	xd	1	4	0.25
andas	busy	1	3	0.3333333333333333
busy	?	1	1	1.0
te	puedo	1	74	0.013513513513513514
puedo	marcar	1	1	1.0
marcar	?	1	1	1.0
$	falta	1	1206	0.0008291873963515755
falta	lo	1	14	0.07142857142857142
de	planes	1	157	0.006369426751592357
planes	para	1	1	1.0
para	enseñar	1	38	0.02631578947368421
enseñar	eso	1	3	0.3333333333333333
y	creo	1	65	0.015384615384615385
smn	lo	1	10	0.1
de	editar	1	157	0.006369426751592357
editar	perfil	1	1	1.0
perfil	pues	1	1	1.0
pues	entiendo	1	26	0.038461538461538464
entiendo	que	1	1	1.0
mañana	vamos	1	14	0.07142857142857142
a	enseñar	1	119	0.008403361344537815
enseñar	la	1	3	0.3333333333333333
app	💀	1	2	0.5
el	salón	1	127	0.007874015748031496
salón	de	1	1	1.0
de	clases	1	157	0.006369426751592357
clases	#	1	3	0.3333333333333333
que	Ledesma	1	211	0.004739336492890996
Ledesma	tampoco	1	3	0.3333333333333333
tampoco	va	1	2	0.5
a	aparecer	1	119	0.008403361344537815
aparecer	en	1	1	1.0
el	vidio	1	127	0.007874015748031496
vidio	#	1	1	1.0
esperamos	para	1	3	0.3333333333333333
para	grabar	1	38	0.02631578947368421
grabar	supongo	1	2	0.5
supongo	#	1	2	0.5
pues	puede	1	26	0.038461538461538464
puede	ser	1	2	0.5
esperamos	o	1	3	0.3333333333333333
solo	lo	1	16	0.0625
lo	hacemos	1	74	0.013513513513513514
hacemos	el	1	1	1.0
yo	?	1	29	0.034482758620689655
nomas	dime	1	2	0.5
verdad	ya	1	10	0.1
lo	quiero	1	74	0.013513513513513514
quiero	grabar	1	7	0.14285714285714285
grabar	#	1	2	0.5
pides	me	1	2	0.5
me	espero	1	61	0.01639344262295082
espero	#	1	3	0.3333333333333333
que	chambeamos	1	211	0.004739336492890996
chambeamos	#	1	1	1.0
quedó	fino	1	5	0.2
$	esas	1	1206	0.0008291873963515755
esas	el	1	3	0.3333333333333333
el	jueves	1	127	0.007874015748031496
$	saludo	1	1206	0.0008291873963515755
saludo	de	1	1	1.0
de	caballeros	1	157	0.006369426751592357
caballeros	#	1	1	1.0
si	sacamos	1	64	0.015625
sacamos	el	1	1	1.0
el	10	1	127	0.007874015748031496
lo	vuelves	1	74	0.013513513513513514
vuelves	a	1	1	1.0
a	pedir	1	119	0.008403361344537815
pedir	ahora	1	1	1.0
ahora	sí	1	8	0.125
hago	#	1	5	0.2
doy	mi	1	2	0.5
mi	palabra	1	25	0.04
palabra	#	1	1	1.0
$	[	1	1206	0.0008291873963515755
[	Rojo	1	2	0.5
Rojo	]	1	1	1.0
]	En	1	3	0.3333333333333333
En	predicciones	1	1	1.0
predicciones	tenemos	1	2	0.5
tenemos	la	1	3	0.3333333333333333
la	posibilidad	1	108	0.009259259259259259
posibilidad	de	1	1	1.0
de	crear	1	157	0.006369426751592357
crear	escenarios	1	1	1.0
escenarios	con	1	1	1.0
con	los	1	47	0.02127659574468085
equipos	disponibles	1	3	0.3333333333333333
disponibles	en	1	1	1.0
la	base	1	108	0.009259259259259259
se	muestra	1	43	0.023255813953488372
muestra	en	1	2	0.5
en	pantalla	1	76	0.013157894736842105
pantalla	.	1	3	0.3333333333333333
$	Se	1	1206	0.0008291873963515755
Se	seleccionan	1	1	1.0
seleccionan	también	1	1	1.0
también	como	1	8	0.125
como	parámetros	1	25	0.04
parámetros	de	1	1	1.0
de	juego	1	157	0.006369426751592357
juego	el	1	1	1.0
día	del	1	2	0.5
del	partido	1	26	0.038461538461538464
partido	y	1	1	1.0
y	la	1	65	0.015384615384615385
la	hora	1	108	0.009259259259259259
hora	en	1	6	0.16666666666666666
la	que	1	108	0.009259259259259259
a	jugar	1	119	0.008403361344537815
jugar	.	1	1	1.0
$	Al	1	1206	0.0008291873963515755
Al	dar	1	1	1.0
dar	clic	1	2	0.5
clic	en	1	1	1.0
en	calcular	1	76	0.013157894736842105
calcular	resultado	1	2	0.5
resultado	obtenemos	1	1	1.0
obtenemos	la	1	1	1.0
predicción	,	1	2	0.5
,	similar	1	76	0.013157894736842105
similar	a	1	1	1.0
se	observó	1	43	0.023255813953488372
observó	en	1	1	1.0
de	análisis	1	157	0.006369426751592357
análisis	real	1	1	1.0
real	.	1	4	0.25
vas	último	1	7	0.14285714285714285
último	#	1	3	0.3333333333333333
$	avisas	1	1206	0.0008291873963515755
avisas	cuando	1	2	0.5
cuando	estes	1	8	0.125
estes	#	1	1	1.0
que	a	1	211	0.004739336492890996
las	9	1	33	0.030303030303030304
en	FEPI	1	76	0.013157894736842105
FEPI	?	1	1	1.0
para	saber	1	38	0.02631578947368421
q	están	1	17	0.058823529411764705
están	haciendo	1	3	0.3333333333333333
haciendo	#	1	2	0.5
a	perfecto	1	119	0.008403361344537815
perfecto	#	1	2	0.5
ya	empezó	1	73	0.0136986301369863
empezó	#	1	1	1.0
pero	les	1	44	0.022727272727272728
les	valió	1	4	0.25
el	programa	1	127	0.007874015748031496
programa	#	1	1	1.0
pues	ojalá	1	26	0.038461538461538464
ojalá	xd	1	4	0.25
así	me	1	11	0.09090909090909091
me	duermo	1	61	0.01639344262295082
duermo	un	1	1	1.0
rato	#	1	10	0.1
ps	pq	1	9	0.1111111111111111
pq	esto	1	15	0.06666666666666667
esto	empezaba	1	6	0.16666666666666666
empezaba	a	1	1	1.0
$	cáele	1	1206	0.0008291873963515755
cáele	#	1	1	1.0
$	cabron	1	1206	0.0008291873963515755
cabron	#	1	2	0.5
no	vamos	1	161	0.006211180124223602
pasar	hasta	1	6	0.16666666666666666
hasta	que	1	7	0.14285714285714285
que	estemos	1	211	0.004739336492890996
estemos	completos	1	1	1.0
completos	we	1	2	0.5
no	cap	1	161	0.006211180124223602
cap	#	1	1	1.0
decir	#	1	6	0.16666666666666666
no	hasta	1	161	0.006211180124223602
el	final	1	127	0.007874015748031496
final	#	1	3	0.3333333333333333
mames	#	1	8	0.125
un	idiota	1	20	0.05
nos	vamos	1	17	0.058823529411764705
a	quedar	1	119	0.008403361344537815
quedar	hasta	1	2	0.5
hasta	tarde	1	7	0.14285714285714285
tarde	entonces	1	3	0.3333333333333333
we	no	1	108	0.009259259259259259
te	miento	1	74	0.013513513513513514
miento	#	1	1	1.0
$	ósea	1	1206	0.0008291873963515755
ósea	#	1	1	1.0
te	regreses	1	74	0.013513513513513514
regreses	jajaja	1	1	1.0
si	dijo	1	64	0.015625
que	van	1	211	0.004739336492890996
van	pasando	1	2	0.5
pasando	conforme	1	1	1.0
conforme	estén	1	2	0.5
estén	completos	1	1	1.0
completos	los	1	2	0.5
equipos	#	1	3	0.3333333333333333
cual	!	1	3	0.3333333333333333
!	?	1	11	0.09090909090909091
te	estoy	1	74	0.013513513513513514
estoy	preguntando	1	10	0.1
preguntando	#	1	1	1.0
$	idiota	1	1206	0.0008291873963515755
le	digas	1	23	0.043478260869565216
cómo	se	1	4	0.25
se	llama	1	43	0.023255813953488372
llama	la	1	1	1.0
api	que	1	3	0.3333333333333333
tú	usaste	1	7	0.14285714285714285
nos	viste	1	17	0.058823529411764705
viste	?	1	1	1.0
$	Darwin	1	1206	0.0008291873963515755
Darwin	vuelve	1	2	0.5
vuelve	a	1	1	1.0
a	mojar	1	119	0.008403361344537815
mojar	#	1	1	1.0
se	llevan	1	43	0.023255813953488372
llevan	la	1	1	1.0
la	copa	1	108	0.009259259259259259
copa	America	1	1	1.0
America	,	1	1	1.0
,	guarda	1	76	0.013157894736842105
guarda	el	1	1	1.0
el	tweet	1	127	0.007874015748031496
tweet	#	1	1	1.0
$	yep	1	1206	0.0008291873963515755
yep	#	1	1	1.0
$	sheeesh	1	1206	0.0008291873963515755
sheeesh	#	1	1	1.0
$	obviamente	1	1206	0.0008291873963515755
obviamente	xd	1	1	1.0
$	yyyyyyy	1	1206	0.0008291873963515755
yyyyyyy	#	1	1	1.0
que	pendejo	1	211	0.004739336492890996
pendejo	😭	1	9	0.1111111111111111
$	😭	1	1206	0.0008291873963515755
al	paco	1	39	0.02564102564102564
y	al	1	65	0.015384615384615385
al	ledesma	1	39	0.02564102564102564
las	dos	1	33	0.030303030303030304
dos	#	1	3	0.3333333333333333
$	quien	1	1206	0.0008291873963515755
quien	sabe	1	5	0.2
sabe	xd	1	2	0.5
eso	que	1	28	0.03571428571428571
que	significa	1	211	0.004739336492890996
significa	wey	1	1	1.0
wey	?	1	6	0.16666666666666666
we	qp	1	108	0.009259259259259259
$	cuanto	1	1206	0.0008291873963515755
cuanto	le	1	1	1.0
le	habrá	1	23	0.043478260869565216
habrá	puesto	1	1	1.0
puesto	a	1	1	1.0
a	ledesma	1	119	0.008403361344537815
$	revisa	1	1206	0.0008291873963515755
revisa	su	1	1	1.0
su	mensaje	1	6	0.16666666666666666
mensaje	we	1	3	0.3333333333333333
no	estás	1	161	0.006211180124223602
estás	de	1	10	0.1
de	acuerdo	1	157	0.006369426751592357
acuerdo	#	1	3	0.3333333333333333
el	extra	1	127	0.007874015748031496
extra	es	1	1	1.0
es	mañana	1	64	0.015625
mames	y	1	8	0.125
el	kahoot	1	127	0.007874015748031496
kahoot	#	1	1	1.0
no	todos	1	161	0.006211180124223602
todos	sacaron	1	6	0.16666666666666666
sacaron	10	1	1	1.0
10	final	1	7	0.14285714285714285
final	we	1	3	0.3333333333333333
$	mándame	1	1206	0.0008291873963515755
mándame	#	1	1	1.0
ese	#	1	11	0.09090909090909091
las	2	1	33	0.030303030303030304
si	creo	1	64	0.015625
que	ahora	1	211	0.004739336492890996
ahora	si	1	8	0.125
no	voy	1	161	0.006211180124223602
a	alcanzar	1	119	0.008403361344537815
alcanzar	todo	1	2	0.5
que	quiero	1	211	0.004739336492890996
quiero	xd	1	7	0.14285714285714285
todo	mundo	1	15	0.06666666666666667
mundo	subió	1	2	0.5
subió	promedio	1	2	0.5
promedio	#	1	1	1.0
pq	todos	1	15	0.06666666666666667
todos	están	1	6	0.16666666666666666
están	tan	1	3	0.3333333333333333
tan	preocupados	1	4	0.25
preocupados	por	1	1	1.0
es	hasta	1	64	0.015625
el	martes	1	127	0.007874015748031496
martes	#	1	1	1.0
$	mamahuevo	1	1206	0.0008291873963515755
mamahuevo	#	1	1	1.0
$	pónganse	1	1206	0.0008291873963515755
pónganse	a	1	1	1.0
hacer	algo	1	11	0.09090909090909091
algo	con	1	11	0.09090909090909091
con	sus	1	47	0.02127659574468085
sus	vacaciones	1	2	0.5
vacaciones	#	1	2	0.5
me	acabo	1	61	0.01639344262295082
de	sentar	1	157	0.006369426751592357
sentar	a	1	1	1.0
a	checar	1	119	0.008403361344537815
checar	qp	1	4	0.25
que	tenga	1	211	0.004739336492890996
tenga	algún	1	1	1.0
algún	prospecto	1	1	1.0
prospecto	te	1	1	1.0
hago	llegar	1	5	0.2
llegar	#	1	2	0.5
se	puede	1	43	0.023255813953488372
puede	we	1	2	0.5
a	meter	1	119	0.008403361344537815
meter	varias	1	3	0.3333333333333333
varias	que	1	3	0.3333333333333333
tu	ya	1	25	0.04
ya	metiste	1	73	0.0136986301369863
metiste	#	1	4	0.25
$	machine	1	1206	0.0008291873963515755
$	chip	1	1206	0.0008291873963515755
chip	#	1	2	0.5
$	mainly	1	1206	0.0008291873963515755
mainly	#	1	1	1.0
te	parece	1	74	0.013513513513513514
que	metemos	1	211	0.004739336492890996
metemos	trabajo	1	1	1.0
trabajo	terminal	1	1	1.0
terminal	1	1	1	1.0
1	juntos	1	2	0.5
juntos	el	1	1	1.0
el	proximo	1	127	0.007874015748031496
proximo	semestre	1	1	1.0
semestre	?	1	1	1.0
$	iralo	1	1206	0.0008291873963515755
iralo	ese	1	1	1.0
sé	lol	1	4	0.25
esa	gatada	1	9	0.1111111111111111
gatada	kkk	1	1	1.0
pq	quiero	1	15	0.06666666666666667
quiero	a	1	7	0.14285714285714285
alguien	que	1	2	0.5
que	trabaje	1	211	0.004739336492890996
trabaje	chido	1	1	1.0
chido	#	1	2	0.5
te	voy	1	74	0.013513513513513514
a	mentir	1	119	0.008403361344537815
mentir	#	1	1	1.0
nah	#	1	3	0.3333333333333333
no	de	1	161	0.006211180124223602
pero	sí	1	44	0.022727272727272728
sí	estaría	1	16	0.0625
nos	rifaramos	1	17	0.058823529411764705
rifaramos	#	1	1	1.0
$	idk	1	1206	0.0008291873963515755
idk	#	1	1	1.0
ver	nomás	1	10	0.1
nomás	contestame	1	8	0.125
contestame	esto	1	1	1.0
$	seríamos	1	1206	0.0008291873963515755
seríamos	tu	1	1	1.0
tu	y	1	25	0.04
$	extreme	1	1206	0.0008291873963515755
extreme	programing	1	1	1.0
programing	type	1	1	1.0
type	shit	1	1	1.0
shit	?	1	2	0.5
paco	quiera	1	7	0.14285714285714285
quiera	dejar	1	2	0.5
dejar	al	1	1	1.0
al	Miguel	1	39	0.02564102564102564
Miguel	#	1	1	1.0
$	contesta	1	1206	0.0008291873963515755
contesta	weee	1	5	0.2
weee	#	1	1	1.0
la	otra	1	108	0.009259259259259259
vez	platiqué	1	7	0.14285714285714285
platiqué	con	1	1	1.0
con	él	1	47	0.02127659574468085
él	#	1	2	0.5
me	decía	1	61	0.01639344262295082
decía	que	1	1	1.0
que	igual	1	211	0.004739336492890996
y	metía	1	65	0.015384615384615385
metía	protocolo	1	1	1.0
este	#	1	5	0.2
$	olvidalo	1	1206	0.0008291873963515755
olvidalo	#	1	1	1.0
,	q	1	76	0.013157894736842105
q	murió	1	17	0.058823529411764705
murió	el	1	1	1.0
pero	entonces	1	44	0.022727272727272728
entonces	dimo	1	11	0.09090909090909091
dimo	#	1	1	1.0
$	mando	1	1206	0.0008291873963515755
mando	alv	1	2	0.5
alv	a	1	3	0.3333333333333333
a	rorro	1	119	0.008403361344537815
rorro	?	1	1	1.0
$	tan	1	1206	0.0008291873963515755
tan	temprano	1	4	0.25
temprano	?	1	3	0.3333333333333333
estoy	a	1	10	0.1
a	punto	1	119	0.008403361344537815
de	checar	1	157	0.006369426751592357
checar	#	1	4	0.25
$	quedan	1	1206	0.0008291873963515755
quedan	13	1	1	1.0
13	de	1	1	1.0
de	una	1	157	0.006369426751592357
una	de	1	19	0.05263157894736842
las	de	1	33	0.030303030303030304
de	machine	1	157	0.006369426751592357
me	preocupa	1	61	0.01639344262295082
preocupa	#	1	1	1.0
$	lenguaje	1	1206	0.0008291873963515755
lenguaje	#	1	1	1.0
$	nein	1	1206	0.0008291873963515755
nein	#	1	1	1.0
q	los	1	17	0.058823529411764705
los	exdirectores	1	27	0.037037037037037035
exdirectores	le	1	1	1.0
le	están	1	23	0.043478260869565216
están	tirando	1	3	0.3333333333333333
tirando	mierda	1	1	1.0
los	ex	1	27	0.037037037037037035
ex	dt	1	1	1.0
dt	we	1	1	1.0
el	tuca	1	127	0.007874015748031496
tuca	también	1	1	1.0
también	#	1	8	0.125
la	directiva	1	108	0.009259259259259259
directiva	está	1	1	1.0
está	#	1	21	0.047619047619047616
la	teniente	1	108	0.009259259259259259
teniente	Ivette	1	1	1.0
Ivette	#	1	1	1.0
$	1012	1	1206	0.0008291873963515755
1012	#	1	1	1.0
$	donde	1	1206	0.0008291873963515755
donde	toca	1	2	0.5
toca	machine	1	3	0.3333333333333333
machine	?	1	3	0.3333333333333333
$	espérate	1	1206	0.0008291873963515755
espérate	#	1	1	1.0
esq	está	1	6	0.16666666666666666
está	dando	1	21	0.047619047619047616
dando	tema	1	1	1.0
tema	este	1	1	1.0
de	llegar	1	157	0.006369426751592357
llegar	al	1	2	0.5
al	depa	1	39	0.02564102564102564
platicar	contigo	1	2	0.5
contigo	we	1	1	1.0
que	más	1	211	0.004739336492890996
de	todo	1	157	0.006369426751592357
todo	este	1	15	0.06666666666666667
este	pedo	1	5	0.2
pedo	we	1	13	0.07692307692307693
$	invitame	1	1206	0.0008291873963515755
invitame	al	1	1	1.0
de	git	1	157	0.006369426751592357
git	chido	1	2	0.5
chido	del	1	2	0.5
del	score	1	26	0.038461538461538464
quiero	checar	1	7	0.14285714285714285
checar	algo	1	4	0.25
$	non	1	1206	0.0008291873963515755
non	#	1	1	1.0
hay	prisa	1	15	0.06666666666666667
prisa	#	1	1	1.0
al	git	1	39	0.02564102564102564
git	#	1	2	0.5
$	200	1	1206	0.0008291873963515755
200	#	1	1	1.0
$	🐍	1	1206	0.0008291873963515755
🐍	#	1	1	1.0
$	📷	1	1206	0.0008291873963515755
📷	#	1	1	1.0
estoy	en	1	10	0.1
clase	c	1	4	0.25
c	#	1	1	1.0
no	estés	1	161	0.006211180124223602
estés	#	1	1	1.0
$	chingando	1	1206	0.0008291873963515755
chingando	#	1	3	0.3333333333333333
ya	salí	1	73	0.0136986301369863
salí	#	1	1	1.0
$	cuantas	1	1206	0.0008291873963515755
cuantas	URL	1	1	1.0
URL	te	1	1	1.0
salieron	?	1	2	0.5
$	pln	1	1206	0.0008291873963515755
pln	#	1	1	1.0
fuck	outta	1	7	0.14285714285714285
outta	here	1	1	1.0
here	#	1	1	1.0
$	deja	1	1206	0.0008291873963515755
deja	de	1	2	0.5
de	rascarte	1	157	0.006369426751592357
rascarte	las	1	1	1.0
te	salen	1	74	0.013513513513513514
salen	8	1	3	0.3333333333333333
foto	#	1	3	0.3333333333333333
o	fake	1	26	0.038461538461538464
fake	#	1	2	0.5
tu	baño	1	25	0.04
baño	#	1	1	1.0
tu	primero	1	25	0.04
primero	#	1	1	1.0
ps	ni	1	9	0.1111111111111111
ni	aunque	1	13	0.07692307692307693
aunque	fuera	1	2	0.5
fuera	tu	1	2	0.5
tu	vieja	1	25	0.04
vieja	deberían	1	1	1.0
deberían	hacerte	1	2	0.5
hacerte	eso	1	2	0.5
eso	we	1	28	0.03571428571428571
$	gente	1	1206	0.0008291873963515755
gente	tóxica	1	1	1.0
tóxica	#	1	1	1.0
pues	diviertete	1	26	0.038461538461538464
diviertete	#	1	1	1.0
mamar	we	1	2	0.5
hoy	es	1	8	0.125
día	que	1	2	0.5
que	dios	1	211	0.004739336492890996
dios	designó	1	1	1.0
designó	para	1	1	1.0
para	descansar	1	38	0.02631578947368421
descansar	#	1	1	1.0
te	enseño	1	74	0.013513513513513514
enseño	cuales	1	1	1.0
cuales	me	1	1	1.0
salen	#	1	3	0.3333333333333333
ha	#	1	4	0.25
ah	#	1	7	0.14285714285714285
tiene	el	1	6	0.16666666666666666
el	:	1	127	0.007874015748031496
:	//	1	1	1.0
//	#	1	1	1.0
falta	ingeniería	1	14	0.07142857142857142
